Turkey,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
54,1854,-0.4045161290322581,-0.05,0.14,0.1,0.15,0.12
55,1855,0.295483870967742,-0.07,0.14,0.11,0.16,0.13
56,1856,-0.25451612903225806,-0.08,0.15,0.11,0.17,0.13
57,1857,-0.764516129032258,-0.09,0.16,0.12,0.17,0.14
58,1858,-0.294516129032258,-0.1,0.16,0.13,0.18,0.14
59,1859,0.21548387096774196,-0.11,0.17,0.13,0.18,0.15
60,1860,0.545483870967742,-0.11,0.17,0.14,0.19,0.16
61,1861,-0.584516129032258,-0.11,0.18,0.14,0.2,0.16
62,1862,-0.454516129032258,-0.09,0.19,0.15,0.2,0.17
63,1863,-0.07451612903225802,-0.08,0.19,0.16,0.21,0.17
64,1864,-0.044516129032258045,-0.06,0.2,0.16,0.21,0.18
65,1865,0.18548387096774197,-0.03,0.2,0.16,0.21,0.18
66,1866,0.09548387096774197,-0.01,0.2,0.16,0.21,0.18
67,1867,-0.174516129032258,0.01,0.2,0.16,0.21,0.18
68,1868,-0.054516129032258054,0.03,0.2,0.16,0.21,0.18
69,1869,0.315483870967742,0.05,0.19,0.16,0.21,0.17
70,1870,-0.09451612903225803,0.07,0.19,0.16,0.21,0.17
71,1871,-0.22451612903225804,0.1,0.19,0.16,0.21,0.18
72,1872,0.675483870967742,0.12,0.2,0.16,0.21,0.18
73,1873,0.485483870967742,0.13,0.2,0.16,0.21,0.18
74,1874,-0.184516129032258,0.12,0.2,0.16,0.21,0.18
75,1875,-0.764516129032258,0.11,0.2,0.16,0.21,0.18
76,1876,0.38548387096774195,0.07,0.19,0.16,0.21,0.17
77,1877,0.39548387096774196,0.04,0.19,0.16,0.21,0.17
78,1878,0.525483870967742,0.01,0.18,0.15,0.21,0.16
79,1879,0.775483870967742,-0.02,0.17,0.14,0.2,0.15
80,1880,-0.9845161290322579,-0.05,0.16,0.13,0.19,0.14
81,1881,-0.414516129032258,-0.07,0.15,0.12,0.18,0.13
82,1882,-0.46451612903225803,-0.09,0.14,0.12,0.18,0.13
83,1883,-0.13451612903225807,-0.11,0.13,0.11,0.18,0.12
84,1884,-0.7145161290322581,-0.13,0.13,0.11,0.17,0.12
85,1885,0.12548387096774194,-0.16,0.13,0.1,0.18,0.11
86,1886,-0.16451612903225799,-0.17,0.13,0.1,0.18,0.11
87,1887,0.06548387096774194,-0.16,0.13,0.1,0.18,0.11
88,1888,-0.184516129032258,-0.16,0.12,0.1,0.18,0.11
89,1889,0.005483870967741944,-0.15,0.12,0.1,0.18,0.11
90,1890,-0.08451612903225802,-0.15,0.13,0.11,0.18,0.11
91,1891,-0.16451612903225799,-0.15,0.13,0.11,0.18,0.12
92,1892,0.365483870967742,-0.14,0.14,0.12,0.19,0.12
93,1893,-0.564516129032258,-0.13,0.15,0.13,0.2,0.13
94,1894,-0.7145161290322581,-0.11,0.16,0.14,0.21,0.15
95,1895,0.03548387096774197,-0.09,0.17,0.15,0.22,0.16
96,1896,-0.414516129032258,-0.07,0.18,0.16,0.22,0.16
97,1897,-0.2645161290322581,-0.06,0.18,0.16,0.22,0.16
98,1898,-0.10451612903225804,-0.06,0.17,0.15,0.21,0.15
99,1899,0.355483870967742,-0.06,0.16,0.14,0.2,0.14
100,1900,0.39548387096774196,-0.06,0.15,0.13,0.18,0.13
101,1901,0.895483870967742,-0.06,0.14,0.11,0.17,0.12
102,1902,0.05548387096774199,-0.06,0.12,0.1,0.15,0.1
103,1903,-0.13451612903225807,-0.07,0.11,0.08,0.13,0.09
104,1904,-0.304516129032258,-0.08,0.09,0.07,0.11,0.07
105,1905,-0.194516129032258,-0.11,0.07,0.05,0.1,0.05
106,1906,-0.12451612903225806,-0.14,0.05,0.04,0.08,0.04
107,1907,-0.7145161290322581,-0.17,0.04,0.02,0.07,0.02
108,1908,-0.614516129032258,-0.18,0.03,0.01,0.06,0.02
109,1909,0.46548387096774196,-0.17,0.02,0.01,0.05,0.01
110,1910,0.005483870967741944,-0.13,0.02,0.01,0.05,0.01
111,1911,-1.004516129032258,-0.09,0.02,0.01,0.06,0.01
112,1912,0.13548387096774195,-0.03,0.03,0.02,0.07,0.02
113,1913,-0.604516129032258,0.01,0.05,0.04,0.09,0.04
114,1914,-0.304516129032258,0.06,0.06,0.05,0.1,0.06
115,1915,0.5054838709677419,0.1,0.08,0.07,0.12,0.07
116,1916,0.8254838709677419,0.14,0.1,0.09,0.14,0.09
117,1917,0.485483870967742,0.17,0.12,0.1,0.16,0.11
118,1918,0.305483870967742,0.21,0.13,0.12,0.18,0.13
119,1919,0.44548387096774195,0.25,0.15,0.14,0.2,0.15
120,1920,-0.854516129032258,0.28,0.17,0.16,0.22,0.16
121,1921,-0.614516129032258,0.3,0.19,0.17,0.23,0.18
122,1922,0.475483870967742,0.3,0.2,0.19,0.24,0.19
123,1923,0.725483870967742,0.29,0.21,0.2,0.25,0.2
124,1924,0.25548387096774194,0.27,0.22,0.2,0.26,0.21
125,1925,0.21548387096774196,0.26,0.22,0.21,0.26,0.21
126,1926,0.38548387096774195,0.25,0.22,0.21,0.27,0.22
127,1927,0.535483870967742,0.24,0.23,0.21,0.27,0.22
128,1928,-0.054516129032258054,0.24,0.23,0.21,0.27,0.22
129,1929,-0.06451612903225801,0.24,0.23,0.21,0.26,0.22
130,1930,0.7554838709677419,0.25,0.23,0.21,0.26,0.22
131,1931,0.12548387096774194,0.26,0.23,0.21,0.26,0.22
132,1932,-0.07451612903225802,0.27,0.23,0.21,0.26,0.22
133,1933,-0.7245161290322579,0.29,0.23,0.22,0.27,0.22
134,1934,0.21548387096774196,0.3,0.23,0.22,0.27,0.22
135,1935,0.635483870967742,0.3,0.24,0.22,0.27,0.23
136,1936,0.44548387096774195,0.3,0.24,0.23,0.27,0.23
137,1937,1.095483870967742,0.3,0.24,0.23,0.27,0.23
138,1938,0.25548387096774194,0.29,0.24,0.23,0.27,0.23
139,1939,0.5854838709677419,0.29,0.25,0.23,0.27,0.24
140,1940,0.38548387096774195,0.29,0.25,0.24,0.27,0.24
141,1941,0.12548387096774194,0.27,0.25,0.24,0.27,0.24
142,1942,-0.044516129032258045,0.23,0.25,0.24,0.27,0.24
143,1943,-0.09451612903225803,0.19,0.25,0.24,0.27,0.24
144,1944,0.365483870967742,0.16,0.25,0.24,0.27,0.24
145,1945,-0.324516129032258,0.14,0.25,0.23,0.26,0.24
146,1946,0.44548387096774195,0.13,0.24,0.23,0.25,0.23
147,1947,1.095483870967742,0.14,0.24,0.22,0.25,0.23
148,1948,-0.284516129032258,0.15,0.23,0.21,0.24,0.22
149,1949,-0.6245161290322581,0.17,0.23,0.21,0.24,0.21
150,1950,-0.11451612903225805,0.2,0.22,0.2,0.23,0.21
151,1951,0.535483870967742,0.22,0.22,0.2,0.23,0.21
152,1952,0.9754838709677419,0.24,0.22,0.2,0.24,0.21
153,1953,-0.46451612903225803,0.26,0.22,0.2,0.24,0.21
154,1954,0.435483870967742,0.3,0.22,0.2,0.24,0.21
155,1955,1.395483870967742,0.34,0.22,0.2,0.24,0.21
156,1956,-0.49451612903225806,0.39,0.22,0.2,0.24,0.2
157,1957,0.485483870967742,0.42,0.21,0.19,0.23,0.2
158,1958,0.635483870967742,0.44,0.2,0.18,0.22,0.19
159,1959,-0.414516129032258,0.43,0.19,0.17,0.21,0.18
160,1960,0.9854838709677419,0.42,0.18,0.17,0.21,0.17
161,1961,0.515483870967742,0.4,0.17,0.16,0.2,0.16
162,1962,1.575483870967742,0.39,0.16,0.15,0.19,0.15
163,1963,0.7554838709677419,0.39,0.15,0.14,0.18,0.15
164,1964,-0.294516129032258,0.38,0.14,0.13,0.17,0.14
165,1965,0.11548387096774199,0.37,0.13,0.12,0.16,0.12
166,1966,1.855483870967742,0.34,0.11,0.11,0.14,0.11
167,1967,-0.5245161290322581,0.31,0.1,0.09,0.13,0.1
168,1968,0.38548387096774195,0.26,0.08,0.08,0.11,0.08
169,1969,0.415483870967742,0.22,0.07,0.06,0.1,0.07
170,1970,0.9954838709677419,0.19,0.06,0.05,0.09,0.06
171,1971,0.39548387096774196,0.18,0.05,0.05,0.09,0.05
172,1972,-0.34451612903225803,0.19,0.05,0.05,0.09,0.05
173,1973,-0.054516129032258054,0.22,0.05,0.05,0.09,0.05
174,1974,0.03548387096774197,0.24,0.05,0.05,0.09,0.05
175,1975,0.13548387096774195,0.26,0.05,0.06,0.1,0.05
176,1976,-0.5145161290322581,0.26,0.06,0.06,0.1,0.06
177,1977,0.37548387096774194,0.27,0.07,0.07,0.11,0.07
178,1978,0.575483870967742,0.29,0.07,0.08,0.12,0.08
179,1979,1.285483870967742,0.31,0.09,0.09,0.13,0.09
180,1980,0.40548387096774197,0.34,0.11,0.11,0.15,0.11
181,1981,1.0054838709677418,0.36,0.13,0.13,0.17,0.13
182,1982,-0.08451612903225802,0.39,0.15,0.16,0.2,0.16
183,1983,0.04548387096774198,0.4,0.18,0.19,0.22,0.18
184,1984,0.46548387096774196,0.39,0.22,0.22,0.25,0.21
185,1985,0.485483870967742,0.38,0.25,0.25,0.28,0.24
186,1986,0.685483870967742,0.36,0.28,0.28,0.31,0.28
187,1987,0.03548387096774197,0.36,0.31,0.32,0.35,0.31
188,1988,0.05548387096774199,0.37,0.35,0.35,0.38,0.34
189,1989,0.5954838709677419,0.39,0.38,0.39,0.42,0.38
190,1990,0.45548387096774196,0.43,0.42,0.43,0.46,0.42
191,1991,0.24548387096774196,0.48,0.47,0.47,0.5,0.46
192,1992,-0.9845161290322579,0.53,0.51,0.52,0.55,0.51
193,1993,-0.25451612903225806,0.58,0.56,0.57,0.6,0.55
194,1994,1.215483870967742,0.64,0.61,0.61,0.64,0.6
195,1995,0.655483870967742,0.7,0.65,0.66,0.69,0.65
196,1996,0.905483870967742,0.76,0.7,0.7,0.74,0.69
197,1997,0.05548387096774199,0.8,0.74,0.75,0.78,0.74
198,1998,1.395483870967742,0.85,0.79,0.79,0.83,0.78
199,1999,1.5554838709677419,0.89,0.84,0.84,0.88,0.83
200,2000,0.685483870967742,0.92,0.89,0.89,0.93,0.88
201,2001,1.765483870967742,0.95,0.94,0.94,0.98,0.93
202,2002,0.8454838709677419,0.98,0.99,0.99,1.03,0.98
203,2003,0.785483870967742,1.0,1.03,1.03,1.08,1.03
204,2004,0.7554838709677419,1.01,1.08,1.08,1.12,1.08
205,2005,0.895483870967742,1.03,1.13,1.13,1.17,1.12
206,2006,0.935483870967742,1.05,1.17,1.17,1.21,1.17
207,2007,1.2754838709677419,1.07,1.22,1.22,1.25,1.22
208,2008,1.115483870967742,1.12,1.26,1.26,1.29,1.26
209,2009,1.2354838709677418,1.16,1.31,1.3,1.33,1.3
210,2010,2.735483870967742,1.22,1.35,1.35,1.37,1.35
211,2011,0.39548387096774196,1.29,1.39,1.39,1.41,1.39
212,2012,1.345483870967742,1.37,1.43,1.44,1.44,1.43
213,2013,1.2554838709677418,1.45,1.48,1.48,1.48,1.48
214,2014,2.0754838709677417,1.54,1.52,1.53,1.52,1.53
215,2015,1.395483870967742,1.62,1.57,1.58,1.55,1.57
216,2016,1.525483870967742,1.7,1.61,1.61,1.59,1.61
217,2017,1.375483870967742,1.79,1.65,1.65,1.62,1.65
218,2018,2.675483870967742,1.87,1.69,1.69,1.65,1.7
219,2019,1.945483870967742,1.96,1.73,1.73,1.68,1.73
220,2020,2.1154838709677417,2.05,1.77,1.77,1.72,1.77
221,2021,,,1.81,1.8,1.75,1.81
222,2022,,,1.84,1.83,1.79,1.86
223,2023,,,1.87,1.86,1.82,1.9
224,2024,,,1.9,1.89,1.86,1.94
225,2025,,,1.94,1.92,1.89,1.98
226,2026,,,1.97,1.95,1.93,2.03
227,2027,,,1.99,1.98,1.97,2.07
228,2028,,,2.02,2.01,2.01,2.11
229,2029,,,2.05,2.04,2.05,2.16
230,2030,,,2.07,2.07,2.09,2.2
231,2031,,,2.09,2.09,2.13,2.24
232,2032,,,2.11,2.12,2.17,2.28
233,2033,,,2.12,2.15,2.21,2.32
234,2034,,,2.14,2.17,2.24,2.36
235,2035,,,2.15,2.2,2.27,2.41
236,2036,,,2.16,2.23,2.31,2.45
237,2037,,,2.18,2.26,2.35,2.5
238,2038,,,2.2,2.29,2.38,2.55
239,2039,,,2.22,2.32,2.42,2.6
240,2040,,,2.24,2.35,2.46,2.65
241,2041,,,2.26,2.38,2.5,2.7
242,2042,,,2.28,2.41,2.55,2.74
243,2043,,,2.3,2.43,2.58,2.79
244,2044,,,2.31,2.46,2.63,2.85
245,2045,,,2.33,2.49,2.67,2.91
246,2046,,,2.35,2.51,2.72,2.96
247,2047,,,2.36,2.54,2.76,3.02
248,2048,,,2.38,2.57,2.81,3.08
249,2049,,,2.39,2.59,2.85,3.14
250,2050,,,2.4,2.62,2.89,3.2
251,2051,,,2.41,2.65,2.93,3.26
252,2052,,,2.42,2.68,2.98,3.32
253,2053,,,2.43,2.71,3.02,3.38
254,2054,,,2.43,2.73,3.06,3.44
255,2055,,,2.43,2.76,3.1,3.5
256,2056,,,2.44,2.79,3.14,3.56
257,2057,,,2.44,2.81,3.18,3.62
258,2058,,,2.44,2.84,3.22,3.68
259,2059,,,2.44,2.86,3.27,3.74
260,2060,,,2.44,2.88,3.31,3.79
261,2061,,,2.44,2.9,3.35,3.85
262,2062,,,2.43,2.92,3.39,3.91
263,2063,,,2.43,2.94,3.44,3.97
264,2064,,,2.44,2.97,3.48,4.03
265,2065,,,2.44,2.98,3.53,4.08
266,2066,,,2.44,3.0,3.57,4.14
267,2067,,,2.44,3.02,3.62,4.2
268,2068,,,2.44,3.04,3.66,4.26
269,2069,,,2.44,3.06,3.7,4.32
270,2070,,,2.43,3.07,3.74,4.38
271,2071,,,2.43,3.09,3.78,4.44
272,2072,,,2.42,3.11,3.83,4.5
273,2073,,,2.42,3.13,3.87,4.56
274,2074,,,2.42,3.15,3.92,4.62
275,2075,,,2.41,3.17,3.96,4.68
276,2076,,,2.41,3.19,4.01,4.75
277,2077,,,2.41,3.21,4.06,4.81
278,2078,,,2.4,3.23,4.11,4.87
279,2079,,,2.4,3.25,4.16,4.94
280,2080,,,2.39,3.26,4.21,5.0
281,2081,,,2.39,3.28,4.26,5.06
282,2082,,,2.39,3.3,4.31,5.13
283,2083,,,2.38,3.31,4.36,5.2
284,2084,,,2.38,3.33,4.41,5.27
285,2085,,,2.37,3.35,4.46,5.33
286,2086,,,2.36,3.36,4.51,5.4
287,2087,,,2.36,3.38,4.57,5.47
288,2088,,,2.35,3.4,4.62,5.54
289,2089,,,2.34,3.41,4.67,5.61
290,2090,,,2.34,3.42,4.72,5.68
291,2091,,,2.33,3.44,4.77,5.75
292,2092,,,2.33,3.45,4.81,5.82
293,2093,,,2.32,3.46,4.86,5.89
294,2094,,,2.32,3.47,4.91,5.95
295,2095,,,2.31,3.48,4.95,6.02
296,2096,,,2.3,3.49,5.0,6.09
297,2097,,,2.3,3.5,5.05,6.16
298,2098,,,2.29,3.51,5.1,6.22
299,2099,,,2.28,3.52,5.14,6.28
300,2100,,,2.28,3.53,5.19,6.36
