Switzerland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
259,2059,,,2.64,3.09,3.5,3.89
260,2060,,,2.65,3.12,3.54,3.94
261,2061,,,2.65,3.14,3.57,4.0
262,2062,,,2.66,3.16,3.61,4.06
263,2063,,,2.67,3.19,3.65,4.12
264,2064,,,2.67,3.21,3.68,4.18
265,2065,,,2.68,3.23,3.72,4.24
266,2066,,,2.68,3.25,3.77,4.3
267,2067,,,2.68,3.26,3.81,4.36
268,2068,,,2.67,3.28,3.84,4.42
269,2069,,,2.67,3.3,3.88,4.48
270,2070,,,2.67,3.31,3.92,4.54
271,2071,,,2.67,3.32,3.96,4.61
272,2072,,,2.67,3.34,4.01,4.66
273,2073,,,2.67,3.35,4.05,4.72
274,2074,,,2.66,3.37,4.09,4.79
275,2075,,,2.66,3.39,4.14,4.85
276,2076,,,2.65,3.4,4.19,4.91
277,2077,,,2.65,3.42,4.24,4.97
278,2078,,,2.64,3.44,4.28,5.03
279,2079,,,2.64,3.45,4.33,5.09
280,2080,,,2.63,3.47,4.38,5.15
281,2081,,,2.63,3.48,4.43,5.21
282,2082,,,2.63,3.5,4.47,5.27
283,2083,,,2.63,3.52,4.51,5.34
284,2084,,,2.63,3.53,4.56,5.4
285,2085,,,2.63,3.55,4.61,5.47
286,2086,,,2.63,3.56,4.66,5.53
287,2087,,,2.62,3.57,4.71,5.6
288,2088,,,2.62,3.59,4.77,5.66
289,2089,,,2.61,3.6,4.83,5.73
290,2090,,,2.61,3.61,4.88,5.8
291,2091,,,2.61,3.63,4.94,5.87
292,2092,,,2.6,3.64,5.0,5.93
293,2093,,,2.6,3.65,5.05,6.0
294,2094,,,2.6,3.67,5.1,6.06
295,2095,,,2.6,3.68,5.16,6.13
296,2096,,,2.6,3.69,5.21,6.19
297,2097,,,2.59,3.7,5.27,6.26
298,2098,,,2.59,3.71,5.33,6.32
299,2099,,,2.59,3.72,5.38,6.38
300,2100,,,2.59,3.74,5.44,6.46
