Saudi Arabia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
90,1890,-0.07612903225806456,0.04,0.11,0.08,0.11,0.07
91,1891,0.25387096774193546,0.04,0.11,0.08,0.11,0.07
92,1892,0.12387096774193546,0.04,0.12,0.09,0.12,0.08
93,1893,0.08387096774193548,0.04,0.13,0.1,0.12,0.09
94,1894,-0.10612903225806458,0.04,0.14,0.11,0.13,0.1
95,1895,-0.21612903225806457,0.04,0.14,0.11,0.14,0.1
96,1896,0.05387096774193545,0.05,0.15,0.12,0.15,0.11
97,1897,-0.1261290322580645,0.06,0.15,0.12,0.15,0.11
98,1898,-0.21612903225806457,0.06,0.15,0.12,0.15,0.11
99,1899,0.08387096774193548,0.06,0.14,0.11,0.14,0.1
100,1900,0.4038709677419355,0.06,0.14,0.11,0.14,0.1
101,1901,0.7438709677419355,0.06,0.14,0.11,0.14,0.1
102,1902,0.5038709677419355,0.07,0.13,0.1,0.14,0.09
103,1903,-0.2761290322580645,0.07,0.13,0.1,0.13,0.09
104,1904,0.043870967741935496,0.06,0.13,0.09,0.13,0.08
105,1905,-0.19612903225806455,0.04,0.12,0.09,0.12,0.08
106,1906,0.13387096774193546,0.01,0.11,0.08,0.12,0.07
107,1907,-0.30612903225806454,-0.03,0.11,0.08,0.11,0.07
108,1908,0.0038709677419354604,-0.05,0.11,0.08,0.11,0.07
109,1909,0.5638709677419355,-0.06,0.11,0.08,0.12,0.08
110,1910,-0.19612903225806455,-0.05,0.12,0.09,0.12,0.08
111,1911,-0.4761290322580646,-0.03,0.13,0.1,0.13,0.09
112,1912,-0.04612903225806453,-0.02,0.14,0.11,0.14,0.11
113,1913,-0.32612903225806456,-0.0,0.16,0.13,0.16,0.12
114,1914,0.03387096774193549,0.01,0.17,0.15,0.17,0.14
115,1915,0.6438709677419354,0.03,0.19,0.16,0.18,0.15
116,1916,0.13387096774193546,0.05,0.2,0.17,0.2,0.17
117,1917,0.12387096774193546,0.08,0.22,0.19,0.21,0.18
118,1918,-0.19612903225806455,0.12,0.23,0.2,0.22,0.2
119,1919,0.5238709677419355,0.16,0.24,0.21,0.24,0.21
120,1920,-0.016129032258064502,0.19,0.26,0.23,0.25,0.22
121,1921,-0.18612903225806454,0.22,0.27,0.24,0.26,0.24
122,1922,0.38387096774193546,0.24,0.28,0.26,0.28,0.25
123,1923,0.22387096774193546,0.27,0.3,0.27,0.29,0.26
124,1924,0.7338709677419355,0.31,0.31,0.28,0.3,0.27
125,1925,0.19387096774193546,0.34,0.32,0.29,0.31,0.28
126,1926,0.3538709677419355,0.36,0.32,0.3,0.31,0.29
127,1927,0.43387096774193545,0.36,0.33,0.3,0.32,0.29
128,1928,0.5038709677419355,0.36,0.34,0.31,0.33,0.3
129,1929,0.5238709677419355,0.35,0.34,0.31,0.34,0.31
130,1930,0.4738709677419355,0.34,0.35,0.32,0.34,0.31
131,1931,0.4738709677419355,0.33,0.36,0.33,0.35,0.32
132,1932,0.06387096774193546,0.31,0.36,0.34,0.36,0.33
133,1933,-0.04612903225806453,0.29,0.37,0.34,0.37,0.33
134,1934,0.06387096774193546,0.28,0.38,0.35,0.37,0.34
135,1935,0.5338709677419354,0.28,0.39,0.36,0.38,0.35
136,1936,0.31387096774193546,0.28,0.39,0.36,0.39,0.35
137,1937,0.20387096774193547,0.29,0.4,0.37,0.39,0.36
138,1938,0.043870967741935496,0.31,0.4,0.37,0.39,0.36
139,1939,0.20387096774193547,0.33,0.41,0.38,0.4,0.36
140,1940,0.5738709677419355,0.35,0.41,0.38,0.4,0.37
141,1941,0.5738709677419355,0.36,0.41,0.38,0.4,0.37
142,1942,0.6338709677419354,0.37,0.41,0.39,0.4,0.37
143,1943,0.09387096774193548,0.36,0.42,0.39,0.4,0.38
144,1944,0.5738709677419355,0.35,0.42,0.39,0.4,0.38
145,1945,0.2738709677419355,0.35,0.42,0.39,0.4,0.38
146,1946,0.2738709677419355,0.35,0.43,0.4,0.4,0.38
147,1947,0.8138709677419355,0.36,0.43,0.4,0.4,0.39
148,1948,-0.006129032258064548,0.37,0.43,0.4,0.41,0.39
149,1949,-0.22612903225806458,0.37,0.43,0.41,0.41,0.39
150,1950,0.0038709677419354604,0.38,0.44,0.41,0.42,0.4
151,1951,0.7838709677419355,0.38,0.44,0.41,0.42,0.4
152,1952,0.6638709677419354,0.38,0.45,0.42,0.43,0.41
153,1953,0.4638709677419355,0.39,0.46,0.43,0.43,0.42
154,1954,0.7438709677419355,0.4,0.46,0.43,0.44,0.42
155,1955,0.4038709677419355,0.41,0.46,0.43,0.44,0.42
156,1956,0.17387096774193544,0.43,0.46,0.43,0.44,0.42
157,1957,0.03387096774193549,0.44,0.46,0.43,0.43,0.42
158,1958,0.7938709677419356,0.43,0.45,0.42,0.43,0.41
159,1959,-0.19612903225806455,0.42,0.44,0.41,0.42,0.4
160,1960,0.7438709677419355,0.42,0.43,0.4,0.41,0.39
161,1961,0.21387096774193548,0.41,0.43,0.39,0.4,0.38
162,1962,0.9138709677419354,0.41,0.42,0.39,0.39,0.38
163,1963,0.6038709677419355,0.42,0.41,0.38,0.39,0.37
164,1964,-0.08612903225806456,0.42,0.4,0.37,0.38,0.36
165,1965,0.43387096774193545,0.41,0.39,0.36,0.37,0.35
166,1966,0.9138709677419354,0.4,0.39,0.36,0.36,0.35
167,1967,-0.1261290322580645,0.38,0.38,0.35,0.36,0.34
168,1968,0.13387096774193546,0.36,0.37,0.35,0.35,0.34
169,1969,0.8338709677419355,0.34,0.37,0.35,0.35,0.34
170,1970,0.6338709677419354,0.33,0.37,0.35,0.36,0.34
171,1971,-0.03612903225806452,0.33,0.38,0.36,0.37,0.35
172,1972,-0.15612903225806452,0.35,0.4,0.38,0.39,0.36
173,1973,0.7038709677419355,0.37,0.41,0.39,0.4,0.38
174,1974,0.31387096774193546,0.41,0.43,0.41,0.43,0.4
175,1975,-0.08612903225806456,0.45,0.45,0.43,0.45,0.42
176,1976,0.18387096774193545,0.47,0.47,0.46,0.47,0.44
177,1977,0.8838709677419354,0.47,0.49,0.48,0.49,0.46
178,1978,0.6738709677419354,0.47,0.51,0.5,0.51,0.48
179,1979,1.1038709677419356,0.45,0.54,0.52,0.53,0.5
180,1980,0.8938709677419354,0.45,0.56,0.54,0.56,0.53
181,1981,0.7738709677419355,0.45,0.58,0.56,0.58,0.55
182,1982,-0.19612903225806455,0.46,0.61,0.59,0.61,0.58
183,1983,-0.17612903225806453,0.47,0.63,0.62,0.64,0.6
184,1984,-0.17612903225806453,0.46,0.66,0.64,0.67,0.63
185,1985,0.21387096774193548,0.45,0.69,0.67,0.69,0.66
186,1986,0.3538709677419355,0.44,0.72,0.7,0.72,0.69
187,1987,1.0438709677419356,0.46,0.75,0.73,0.75,0.72
188,1988,0.8738709677419354,0.5,0.78,0.76,0.78,0.75
189,1989,0.18387096774193545,0.57,0.81,0.79,0.82,0.78
190,1990,0.8738709677419354,0.63,0.84,0.82,0.85,0.81
191,1991,0.6038709677419355,0.7,0.88,0.86,0.88,0.84
192,1992,-0.4161290322580645,0.76,0.91,0.89,0.92,0.88
193,1993,0.5738709677419355,0.83,0.95,0.93,0.96,0.92
194,1994,1.0638709677419356,0.89,1.0,0.98,1.0,0.96
195,1995,0.7338709677419355,0.97,1.04,1.02,1.04,1.01
196,1996,1.1238709677419356,1.04,1.08,1.06,1.08,1.05
197,1997,0.5438709677419354,1.12,1.12,1.1,1.12,1.09
198,1998,1.6738709677419354,1.18,1.16,1.14,1.16,1.13
199,1999,1.6738709677419354,1.24,1.2,1.18,1.2,1.17
200,2000,1.3338709677419356,1.29,1.24,1.22,1.24,1.21
201,2001,1.4638709677419355,1.33,1.28,1.27,1.28,1.25
202,2002,1.3638709677419354,1.37,1.33,1.31,1.32,1.29
203,2003,1.5938709677419354,1.39,1.37,1.35,1.36,1.33
204,2004,1.3238709677419354,1.41,1.41,1.39,1.4,1.37
205,2005,1.2438709677419355,1.42,1.45,1.43,1.44,1.42
206,2006,1.3138709677419356,1.43,1.49,1.47,1.48,1.46
207,2007,1.4338709677419355,1.45,1.52,1.51,1.52,1.5
208,2008,1.2038709677419355,1.47,1.56,1.55,1.56,1.54
209,2009,1.6438709677419354,1.51,1.59,1.58,1.59,1.57
210,2010,2.353870967741935,1.55,1.62,1.62,1.63,1.61
211,2011,1.2638709677419355,1.61,1.65,1.65,1.66,1.65
212,2012,1.6938709677419355,1.67,1.69,1.69,1.69,1.69
213,2013,1.3538709677419356,1.72,1.72,1.72,1.73,1.72
214,2014,1.7538709677419355,1.77,1.76,1.76,1.76,1.77
215,2015,2.073870967741936,1.83,1.8,1.8,1.8,1.81
216,2016,1.9338709677419355,1.88,1.83,1.84,1.83,1.84
217,2017,2.0638709677419356,1.93,1.86,1.87,1.86,1.88
218,2018,2.1538709677419354,1.98,1.9,1.91,1.9,1.92
219,2019,1.9738709677419355,2.03,1.93,1.95,1.93,1.96
220,2020,1.8438709677419354,2.09,1.97,1.98,1.96,2.01
221,2021,,,2.0,2.02,1.99,2.05
222,2022,,,2.04,2.05,2.03,2.1
223,2023,,,2.08,2.09,2.06,2.14
224,2024,,,2.12,2.12,2.1,2.19
225,2025,,,2.16,2.16,2.14,2.23
226,2026,,,2.19,2.19,2.18,2.28
227,2027,,,2.23,2.23,2.22,2.33
228,2028,,,2.27,2.27,2.27,2.38
229,2029,,,2.31,2.3,2.31,2.43
230,2030,,,2.34,2.34,2.35,2.48
231,2031,,,2.37,2.37,2.4,2.53
232,2032,,,2.4,2.4,2.44,2.57
233,2033,,,2.43,2.43,2.48,2.62
234,2034,,,2.45,2.46,2.53,2.67
235,2035,,,2.48,2.49,2.57,2.72
236,2036,,,2.5,2.53,2.61,2.77
237,2037,,,2.52,2.56,2.66,2.82
238,2038,,,2.54,2.6,2.71,2.87
239,2039,,,2.56,2.63,2.75,2.93
240,2040,,,2.58,2.67,2.79,2.99
241,2041,,,2.6,2.7,2.84,3.05
242,2042,,,2.61,2.74,2.89,3.11
243,2043,,,2.63,2.78,2.93,3.17
244,2044,,,2.64,2.81,2.98,3.23
245,2045,,,2.65,2.84,3.02,3.28
246,2046,,,2.66,2.87,3.07,3.34
247,2047,,,2.67,2.91,3.12,3.4
248,2048,,,2.68,2.94,3.17,3.46
249,2049,,,2.69,2.97,3.21,3.52
250,2050,,,2.7,3.0,3.26,3.59
251,2051,,,2.71,3.03,3.31,3.65
252,2052,,,2.72,3.06,3.35,3.71
253,2053,,,2.72,3.09,3.4,3.78
254,2054,,,2.73,3.11,3.44,3.84
255,2055,,,2.74,3.14,3.49,3.9
256,2056,,,2.74,3.17,3.53,3.97
257,2057,,,2.74,3.19,3.58,4.04
258,2058,,,2.75,3.22,3.63,4.11
259,2059,,,2.75,3.25,3.68,4.17
260,2060,,,2.75,3.27,3.72,4.23
261,2061,,,2.75,3.3,3.77,4.3
262,2062,,,2.74,3.33,3.82,4.37
263,2063,,,2.74,3.36,3.87,4.44
264,2064,,,2.74,3.38,3.92,4.5
265,2065,,,2.73,3.41,3.98,4.57
266,2066,,,2.73,3.43,4.03,4.64
267,2067,,,2.72,3.45,4.08,4.71
268,2068,,,2.71,3.48,4.13,4.77
269,2069,,,2.71,3.5,4.19,4.84
270,2070,,,2.7,3.52,4.23,4.9
271,2071,,,2.69,3.54,4.29,4.97
272,2072,,,2.69,3.56,4.34,5.03
273,2073,,,2.68,3.58,4.4,5.1
274,2074,,,2.68,3.6,4.45,5.17
275,2075,,,2.67,3.62,4.5,5.24
276,2076,,,2.67,3.63,4.56,5.3
277,2077,,,2.66,3.65,4.62,5.37
278,2078,,,2.66,3.67,4.67,5.44
279,2079,,,2.66,3.69,4.73,5.52
280,2080,,,2.65,3.71,4.79,5.59
281,2081,,,2.65,3.72,4.84,5.66
282,2082,,,2.64,3.74,4.89,5.73
283,2083,,,2.64,3.76,4.95,5.81
284,2084,,,2.63,3.78,5.0,5.89
285,2085,,,2.63,3.8,5.06,5.96
286,2086,,,2.62,3.82,5.11,6.04
287,2087,,,2.61,3.83,5.17,6.12
288,2088,,,2.6,3.85,5.23,6.2
289,2089,,,2.59,3.86,5.29,6.27
290,2090,,,2.58,3.87,5.34,6.35
291,2091,,,2.57,3.88,5.4,6.42
292,2092,,,2.55,3.89,5.45,6.49
293,2093,,,2.54,3.9,5.51,6.56
294,2094,,,2.53,3.92,5.56,6.63
295,2095,,,2.52,3.93,5.61,6.7
296,2096,,,2.5,3.94,5.67,6.77
297,2097,,,2.49,3.94,5.72,6.84
298,2098,,,2.48,3.95,5.78,6.91
299,2099,,,2.47,3.96,5.83,6.97
300,2100,,,2.46,3.97,5.89,7.05
