Japan,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
96,1896,-0.029677419354838697,-0.08,0.38,0.36,0.41,0.36
97,1897,-0.47967741935483876,-0.06,0.38,0.36,0.41,0.36
98,1898,0.20032258064516134,-0.05,0.39,0.37,0.42,0.37
99,1899,0.1603225806451613,-0.05,0.39,0.37,0.42,0.37
100,1900,-0.20967741935483863,-0.05,0.39,0.37,0.42,0.37
101,1901,0.00032258064516133,-0.06,0.39,0.37,0.42,0.37
102,1902,-0.1596774193548387,-0.08,0.39,0.37,0.42,0.37
103,1903,0.17032258064516131,-0.11,0.38,0.36,0.41,0.36
104,1904,0.0903225806451613,-0.13,0.38,0.36,0.4,0.36
105,1905,-0.05967741935483872,-0.14,0.37,0.35,0.39,0.35
106,1906,-0.48967741935483877,-0.16,0.36,0.34,0.38,0.34
107,1907,-0.2696774193548387,-0.17,0.35,0.33,0.37,0.33
108,1908,-0.5496774193548386,-0.16,0.35,0.33,0.36,0.33
109,1909,-0.24967741935483867,-0.14,0.34,0.32,0.36,0.32
110,1910,-0.2596774193548387,-0.11,0.34,0.32,0.35,0.32
111,1911,0.3303225806451613,-0.07,0.34,0.32,0.35,0.32
112,1912,-0.19967741935483874,-0.03,0.35,0.33,0.36,0.33
113,1913,-0.6596774193548387,0.01,0.35,0.33,0.36,0.33
114,1914,0.8503225806451613,0.06,0.36,0.34,0.37,0.34
115,1915,0.4303225806451613,0.1,0.36,0.34,0.37,0.34
116,1916,0.9203225806451614,0.14,0.37,0.35,0.38,0.35
117,1917,-0.22967741935483865,0.17,0.38,0.36,0.39,0.36
118,1918,-0.049677419354838714,0.19,0.39,0.37,0.4,0.37
119,1919,0.2803225806451613,0.2,0.4,0.38,0.42,0.38
120,1920,0.5503225806451613,0.19,0.41,0.39,0.43,0.39
121,1921,-0.08967741935483864,0.17,0.42,0.4,0.44,0.4
122,1922,0.4203225806451613,0.16,0.43,0.41,0.45,0.41
123,1923,0.26032258064516134,0.15,0.44,0.42,0.46,0.42
124,1924,0.00032258064516133,0.16,0.44,0.42,0.47,0.42
125,1925,0.11032258064516132,0.16,0.44,0.43,0.47,0.42
126,1926,-0.32967741935483863,0.16,0.45,0.43,0.47,0.43
127,1927,0.11032258064516132,0.15,0.45,0.43,0.47,0.43
128,1928,0.4103225806451613,0.15,0.45,0.43,0.47,0.43
129,1929,0.13032258064516133,0.15,0.45,0.43,0.47,0.43
130,1930,0.6303225806451613,0.15,0.45,0.43,0.47,0.43
131,1931,-0.20967741935483863,0.16,0.45,0.43,0.47,0.43
132,1932,0.31032258064516133,0.18,0.45,0.44,0.47,0.43
133,1933,0.2703225806451613,0.2,0.45,0.44,0.47,0.43
134,1934,-0.1696774193548387,0.22,0.46,0.44,0.48,0.43
135,1935,0.2303225806451613,0.23,0.46,0.45,0.48,0.44
136,1936,-0.12967741935483867,0.23,0.47,0.46,0.49,0.45
137,1937,0.5303225806451614,0.24,0.48,0.46,0.49,0.45
138,1938,0.4103225806451613,0.25,0.49,0.47,0.5,0.46
139,1939,0.4203225806451613,0.26,0.5,0.48,0.51,0.47
140,1940,0.32032258064516134,0.27,0.51,0.49,0.52,0.48
141,1941,0.24032258064516132,0.28,0.51,0.49,0.53,0.49
142,1942,0.3303225806451613,0.29,0.52,0.5,0.53,0.49
143,1943,0.32032258064516134,0.32,0.52,0.5,0.54,0.5
144,1944,0.030322580645161357,0.34,0.52,0.5,0.54,0.5
145,1945,-0.5196774193548386,0.36,0.52,0.5,0.54,0.5
146,1946,0.7103225806451613,0.38,0.52,0.5,0.54,0.5
147,1947,-0.31967741935483873,0.4,0.52,0.5,0.53,0.5
148,1948,1.1403225806451613,0.42,0.52,0.5,0.53,0.5
149,1949,0.4403225806451613,0.45,0.52,0.5,0.53,0.5
150,1950,0.9403225806451614,0.49,0.52,0.5,0.53,0.5
151,1951,0.5203225806451613,0.53,0.52,0.5,0.53,0.5
152,1952,0.3003225806451613,0.56,0.51,0.5,0.52,0.49
153,1953,0.3303225806451613,0.6,0.51,0.5,0.52,0.49
154,1954,0.5903225806451613,0.64,0.51,0.5,0.52,0.49
155,1955,1.1003225806451613,0.68,0.5,0.5,0.52,0.49
156,1956,0.39032258064516134,0.72,0.5,0.5,0.51,0.48
157,1957,0.4303225806451613,0.75,0.49,0.49,0.51,0.47
158,1958,0.9403225806451614,0.77,0.48,0.48,0.5,0.46
159,1959,1.3203225806451613,0.78,0.47,0.47,0.49,0.45
160,1960,0.9603225806451613,0.78,0.45,0.46,0.48,0.44
161,1961,1.3903225806451613,0.77,0.44,0.44,0.46,0.43
162,1962,0.8103225806451613,0.74,0.42,0.43,0.45,0.41
163,1963,0.6303225806451613,0.71,0.41,0.42,0.44,0.4
164,1964,0.7103225806451613,0.67,0.39,0.4,0.42,0.38
165,1965,0.040322580645161366,0.62,0.38,0.39,0.41,0.37
166,1966,0.4903225806451613,0.57,0.37,0.38,0.4,0.36
167,1967,0.6203225806451613,0.53,0.35,0.36,0.39,0.35
168,1968,0.5303225806451614,0.5,0.34,0.35,0.38,0.34
169,1969,0.20032258064516134,0.48,0.33,0.34,0.37,0.33
170,1970,0.2803225806451613,0.47,0.33,0.33,0.36,0.32
171,1971,0.3403225806451613,0.47,0.32,0.33,0.36,0.32
172,1972,0.9703225806451613,0.48,0.33,0.33,0.36,0.32
173,1973,0.7703225806451613,0.5,0.33,0.33,0.37,0.33
174,1974,0.14032258064516134,0.51,0.34,0.34,0.37,0.33
175,1975,0.6803225806451614,0.51,0.35,0.35,0.38,0.34
176,1976,0.10032258064516131,0.51,0.35,0.36,0.39,0.35
177,1977,0.5503225806451613,0.5,0.36,0.37,0.4,0.36
178,1978,0.8503225806451613,0.49,0.38,0.38,0.41,0.37
179,1979,1.1903225806451614,0.47,0.39,0.39,0.43,0.38
180,1980,0.1603225806451613,0.46,0.41,0.41,0.44,0.4
181,1981,-0.019677419354838688,0.46,0.43,0.43,0.46,0.42
182,1982,0.6903225806451613,0.47,0.45,0.45,0.48,0.44
183,1983,0.4703225806451613,0.48,0.47,0.47,0.5,0.46
184,1984,-0.009677419354838679,0.51,0.5,0.5,0.53,0.49
185,1985,0.6303225806451613,0.55,0.52,0.52,0.55,0.51
186,1986,0.040322580645161366,0.6,0.55,0.55,0.57,0.53
187,1987,0.8903225806451613,0.67,0.57,0.57,0.59,0.56
188,1988,0.31032258064516133,0.73,0.6,0.59,0.62,0.58
189,1989,1.2503225806451614,0.78,0.63,0.62,0.64,0.61
190,1990,1.9603225806451614,0.83,0.66,0.65,0.67,0.64
191,1991,1.2603225806451612,0.89,0.69,0.69,0.71,0.67
192,1992,0.9203225806451614,0.96,0.73,0.73,0.75,0.71
193,1993,0.5003225806451613,1.02,0.77,0.77,0.79,0.75
194,1994,1.6703225806451614,1.07,0.81,0.81,0.83,0.79
195,1995,0.9003225806451614,1.1,0.85,0.85,0.87,0.83
196,1996,0.5203225806451613,1.12,0.89,0.89,0.91,0.87
197,1997,1.1703225806451614,1.14,0.92,0.92,0.95,0.91
198,1998,1.7003225806451614,1.16,0.96,0.96,0.99,0.95
199,1999,1.5203225806451615,1.18,0.99,1.0,1.03,0.99
200,2000,1.2703225806451615,1.21,1.03,1.04,1.07,1.03
201,2001,0.8803225806451613,1.23,1.07,1.08,1.11,1.07
202,2002,1.2703225806451615,1.25,1.11,1.12,1.15,1.11
203,2003,0.9403225806451614,1.27,1.15,1.16,1.19,1.15
204,2004,1.8703225806451613,1.28,1.19,1.19,1.22,1.19
205,2005,1.0203225806451612,1.29,1.22,1.23,1.25,1.22
206,2006,1.1903225806451614,1.29,1.26,1.26,1.28,1.25
207,2007,1.6103225806451613,1.29,1.29,1.29,1.31,1.29
208,2008,1.3003225806451613,1.3,1.32,1.32,1.33,1.31
209,2009,1.3503225806451613,1.31,1.34,1.35,1.36,1.34
210,2010,1.6503225806451614,1.33,1.37,1.38,1.39,1.37
211,2011,1.1303225806451613,1.35,1.41,1.41,1.41,1.4
212,2012,0.9503225806451614,1.38,1.44,1.44,1.44,1.44
213,2013,1.3203225806451613,1.43,1.48,1.48,1.47,1.47
214,2014,1.0803225806451613,1.48,1.52,1.52,1.5,1.51
215,2015,1.7203225806451614,1.53,1.56,1.55,1.54,1.55
216,2016,1.8003225806451613,1.59,1.59,1.59,1.57,1.59
217,2017,1.1703225806451614,1.64,1.62,1.62,1.6,1.62
218,2018,1.7503225806451612,1.7,1.66,1.66,1.64,1.66
219,2019,1.9003225806451614,1.76,1.69,1.69,1.68,1.7
220,2020,1.9703225806451614,1.82,1.73,1.73,1.71,1.74
221,2021,,,1.76,1.76,1.75,1.78
222,2022,,,1.8,1.8,1.79,1.83
223,2023,,,1.83,1.83,1.83,1.87
224,2024,,,1.86,1.86,1.87,1.91
225,2025,,,1.9,1.9,1.9,1.95
226,2026,,,1.92,1.92,1.94,1.99
227,2027,,,1.95,1.95,1.98,2.03
228,2028,,,1.98,1.99,2.02,2.07
229,2029,,,2.0,2.02,2.05,2.11
230,2030,,,2.03,2.05,2.09,2.15
231,2031,,,2.05,2.08,2.12,2.19
232,2032,,,2.07,2.1,2.15,2.23
233,2033,,,2.09,2.13,2.18,2.28
234,2034,,,2.11,2.16,2.21,2.32
235,2035,,,2.13,2.18,2.24,2.36
236,2036,,,2.15,2.21,2.27,2.4
237,2037,,,2.16,2.24,2.31,2.45
238,2038,,,2.18,2.26,2.34,2.49
239,2039,,,2.2,2.29,2.37,2.54
240,2040,,,2.21,2.32,2.41,2.59
241,2041,,,2.23,2.34,2.45,2.63
242,2042,,,2.24,2.37,2.48,2.68
243,2043,,,2.26,2.39,2.52,2.73
244,2044,,,2.27,2.42,2.55,2.78
245,2045,,,2.28,2.43,2.59,2.82
246,2046,,,2.29,2.46,2.63,2.87
247,2047,,,2.3,2.48,2.66,2.92
248,2048,,,2.31,2.5,2.7,2.96
249,2049,,,2.32,2.52,2.73,3.01
250,2050,,,2.33,2.54,2.77,3.05
251,2051,,,2.34,2.56,2.8,3.1
252,2052,,,2.35,2.58,2.84,3.15
253,2053,,,2.35,2.6,2.87,3.2
254,2054,,,2.36,2.62,2.9,3.25
255,2055,,,2.36,2.64,2.93,3.29
256,2056,,,2.37,2.67,2.96,3.35
257,2057,,,2.38,2.69,3.0,3.4
258,2058,,,2.38,2.71,3.03,3.45
259,2059,,,2.39,2.73,3.07,3.5
260,2060,,,2.39,2.75,3.11,3.55
261,2061,,,2.4,2.77,3.15,3.6
262,2062,,,2.4,2.79,3.19,3.66
263,2063,,,2.4,2.81,3.23,3.72
264,2064,,,2.4,2.83,3.28,3.77
265,2065,,,2.4,2.85,3.32,3.82
266,2066,,,2.4,2.87,3.36,3.88
267,2067,,,2.4,2.88,3.41,3.94
268,2068,,,2.4,2.91,3.45,3.99
269,2069,,,2.4,2.93,3.49,4.04
270,2070,,,2.39,2.95,3.54,4.09
271,2071,,,2.39,2.97,3.59,4.15
272,2072,,,2.39,2.99,3.64,4.19
273,2073,,,2.39,3.01,3.68,4.25
274,2074,,,2.39,3.04,3.72,4.3
275,2075,,,2.39,3.06,3.77,4.35
276,2076,,,2.39,3.08,3.81,4.41
277,2077,,,2.38,3.1,3.85,4.46
278,2078,,,2.38,3.12,3.89,4.52
279,2079,,,2.38,3.13,3.94,4.57
280,2080,,,2.37,3.15,3.98,4.63
281,2081,,,2.37,3.16,4.03,4.68
282,2082,,,2.37,3.18,4.07,4.74
283,2083,,,2.36,3.19,4.11,4.8
284,2084,,,2.36,3.2,4.15,4.86
285,2085,,,2.36,3.21,4.19,4.92
286,2086,,,2.35,3.21,4.23,4.98
287,2087,,,2.35,3.22,4.28,5.05
288,2088,,,2.34,3.23,4.32,5.11
289,2089,,,2.34,3.24,4.37,5.18
290,2090,,,2.35,3.25,4.41,5.24
291,2091,,,2.35,3.27,4.46,5.3
292,2092,,,2.35,3.28,4.51,5.36
293,2093,,,2.35,3.29,4.55,5.42
294,2094,,,2.35,3.3,4.6,5.48
295,2095,,,2.35,3.31,4.64,5.54
296,2096,,,2.35,3.32,4.69,5.6
297,2097,,,2.35,3.33,4.73,5.66
298,2098,,,2.35,3.34,4.78,5.71
299,2099,,,2.35,3.35,4.82,5.77
300,2100,,,2.36,3.36,4.87,5.84
