Belize,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
93,1893,-0.2290322580645161,-0.01,0.16,0.14,0.17,0.14
94,1894,0.07096774193548394,0.04,0.17,0.14,0.17,0.15
95,1895,0.1509677419354839,0.09,0.17,0.15,0.18,0.15
96,1896,0.4609677419354839,0.13,0.17,0.15,0.18,0.15
97,1897,0.8609677419354839,0.17,0.17,0.15,0.18,0.15
98,1898,0.2609677419354839,0.2,0.17,0.15,0.18,0.15
99,1899,0.3409677419354839,0.23,0.17,0.15,0.18,0.15
100,1900,0.23096774193548392,0.24,0.17,0.15,0.18,0.15
101,1901,-0.29903225806451605,0.23,0.17,0.15,0.18,0.15
102,1902,0.4509677419354839,0.22,0.17,0.15,0.18,0.15
103,1903,0.3809677419354839,0.2,0.17,0.15,0.18,0.15
104,1904,-0.01903225806451614,0.17,0.17,0.15,0.18,0.15
105,1905,0.17096774193548392,0.15,0.17,0.15,0.18,0.15
106,1906,0.020967741935483897,0.13,0.17,0.15,0.18,0.15
107,1907,0.13096774193548388,0.11,0.17,0.15,0.18,0.15
108,1908,0.17096774193548392,0.09,0.17,0.15,0.18,0.15
109,1909,0.3509677419354839,0.08,0.17,0.15,0.18,0.15
110,1910,-0.39903225806451614,0.08,0.18,0.15,0.18,0.15
111,1911,-0.049032258064516054,0.08,0.18,0.16,0.19,0.16
112,1912,0.09096774193548385,0.08,0.19,0.17,0.19,0.17
113,1913,-0.15903225806451615,0.09,0.19,0.17,0.2,0.17
114,1914,0.11096774193548387,0.1,0.2,0.18,0.21,0.18
115,1915,0.5609677419354839,0.12,0.21,0.19,0.21,0.19
116,1916,0.12096774193548387,0.14,0.21,0.19,0.22,0.19
117,1917,-0.19903225806451608,0.17,0.21,0.2,0.22,0.19
118,1918,0.3009677419354839,0.19,0.22,0.2,0.22,0.2
119,1919,0.4109677419354839,0.21,0.22,0.2,0.23,0.2
120,1920,0.17096774193548392,0.22,0.23,0.21,0.23,0.21
121,1921,0.2109677419354839,0.24,0.23,0.22,0.24,0.21
122,1922,0.4009677419354839,0.26,0.24,0.22,0.25,0.22
123,1923,0.2209677419354839,0.28,0.25,0.23,0.25,0.23
124,1924,0.11096774193548387,0.29,0.25,0.24,0.26,0.24
125,1925,0.17096774193548392,0.31,0.26,0.24,0.27,0.24
126,1926,0.5309677419354839,0.32,0.26,0.25,0.27,0.25
127,1927,0.3809677419354839,0.34,0.27,0.25,0.28,0.25
128,1928,0.3809677419354839,0.36,0.28,0.26,0.28,0.26
129,1929,0.4109677419354839,0.38,0.28,0.26,0.29,0.27
130,1930,0.3809677419354839,0.4,0.29,0.27,0.29,0.27
131,1931,0.1609677419354839,0.41,0.3,0.28,0.3,0.28
132,1932,0.49096774193548387,0.41,0.3,0.28,0.31,0.29
133,1933,0.6209677419354839,0.4,0.31,0.29,0.32,0.3
134,1934,0.6609677419354839,0.39,0.32,0.3,0.32,0.3
135,1935,0.4209677419354839,0.39,0.33,0.31,0.33,0.31
136,1936,0.3609677419354839,0.4,0.33,0.31,0.33,0.32
137,1937,0.4109677419354839,0.41,0.34,0.31,0.33,0.32
138,1938,-0.06903225806451607,0.42,0.34,0.32,0.34,0.32
139,1939,0.11096774193548387,0.43,0.34,0.32,0.34,0.32
140,1940,0.2509677419354839,0.45,0.35,0.32,0.34,0.33
141,1941,0.9009677419354839,0.49,0.35,0.33,0.34,0.33
142,1942,0.590967741935484,0.53,0.35,0.33,0.34,0.33
143,1943,0.3509677419354839,0.58,0.35,0.33,0.35,0.33
144,1944,0.5109677419354839,0.63,0.36,0.33,0.35,0.33
145,1945,0.700967741935484,0.68,0.36,0.33,0.35,0.33
146,1946,0.9909677419354839,0.73,0.36,0.34,0.35,0.34
147,1947,1.200967741935484,0.76,0.36,0.34,0.35,0.34
148,1948,0.9409677419354838,0.78,0.36,0.34,0.36,0.34
149,1949,0.7409677419354839,0.79,0.37,0.35,0.36,0.35
150,1950,0.48096774193548386,0.79,0.37,0.35,0.37,0.35
151,1951,0.8709677419354839,0.78,0.37,0.35,0.37,0.35
152,1952,0.9609677419354838,0.76,0.37,0.35,0.37,0.35
153,1953,1.2209677419354839,0.74,0.38,0.36,0.38,0.36
154,1954,0.43096774193548393,0.73,0.38,0.36,0.38,0.36
155,1955,0.5009677419354839,0.72,0.38,0.36,0.38,0.36
156,1956,0.2809677419354839,0.7,0.38,0.36,0.38,0.36
157,1957,0.7809677419354839,0.68,0.38,0.36,0.37,0.36
158,1958,0.8109677419354839,0.66,0.37,0.35,0.36,0.35
159,1959,0.830967741935484,0.64,0.36,0.34,0.36,0.34
160,1960,0.6809677419354839,0.62,0.36,0.34,0.35,0.34
161,1961,0.7609677419354839,0.6,0.35,0.33,0.35,0.33
162,1962,0.44096774193548394,0.59,0.35,0.33,0.34,0.33
163,1963,0.2709677419354839,0.58,0.35,0.33,0.34,0.33
164,1964,0.7809677419354839,0.56,0.35,0.33,0.34,0.33
165,1965,0.5409677419354839,0.56,0.35,0.33,0.34,0.33
166,1966,0.2509677419354839,0.56,0.35,0.33,0.34,0.33
167,1967,0.4709677419354839,0.57,0.35,0.33,0.34,0.33
168,1968,0.2909677419354839,0.59,0.35,0.34,0.35,0.33
169,1969,0.9909677419354839,0.61,0.35,0.34,0.35,0.34
170,1970,0.5409677419354839,0.63,0.36,0.35,0.36,0.34
171,1971,0.6309677419354839,0.64,0.37,0.36,0.37,0.35
172,1972,0.9209677419354839,0.65,0.38,0.37,0.38,0.37
173,1973,1.0109677419354839,0.67,0.4,0.38,0.4,0.38
174,1974,0.5109677419354839,0.69,0.41,0.4,0.42,0.4
175,1975,0.8209677419354839,0.7,0.42,0.41,0.43,0.41
176,1976,0.05096774193548392,0.72,0.44,0.43,0.44,0.42
177,1977,0.5609677419354839,0.72,0.45,0.44,0.45,0.43
178,1978,0.700967741935484,0.73,0.46,0.45,0.46,0.44
179,1979,0.8109677419354839,0.72,0.47,0.46,0.47,0.45
180,1980,0.9009677419354839,0.72,0.48,0.47,0.48,0.47
181,1981,0.5609677419354839,0.73,0.49,0.48,0.5,0.48
182,1982,0.9509677419354838,0.74,0.5,0.49,0.51,0.49
183,1983,1.1709677419354838,0.75,0.52,0.51,0.53,0.51
184,1984,0.49096774193548387,0.76,0.53,0.52,0.54,0.52
185,1985,0.6409677419354839,0.76,0.55,0.53,0.56,0.53
186,1986,0.580967741935484,0.77,0.56,0.55,0.57,0.55
187,1987,0.8009677419354839,0.78,0.57,0.56,0.59,0.56
188,1988,0.8609677419354839,0.8,0.59,0.57,0.6,0.57
189,1989,0.590967741935484,0.82,0.6,0.59,0.62,0.59
190,1990,0.8109677419354839,0.86,0.62,0.61,0.64,0.61
191,1991,1.160967741935484,0.9,0.65,0.63,0.66,0.63
192,1992,0.9009677419354839,0.94,0.67,0.66,0.68,0.65
193,1993,0.7409677419354839,0.97,0.7,0.68,0.71,0.68
194,1994,1.140967741935484,0.98,0.73,0.71,0.74,0.71
195,1995,1.390967741935484,0.99,0.76,0.74,0.76,0.73
196,1996,0.7609677419354839,0.99,0.78,0.76,0.79,0.76
197,1997,1.350967741935484,1.0,0.81,0.79,0.81,0.78
198,1998,1.600967741935484,1.0,0.83,0.81,0.84,0.81
199,1999,0.700967741935484,1.0,0.86,0.84,0.87,0.84
200,2000,0.5309677419354839,1.0,0.89,0.87,0.9,0.87
201,2001,0.850967741935484,0.99,0.92,0.9,0.93,0.9
202,2002,1.080967741935484,0.98,0.95,0.93,0.96,0.93
203,2003,1.120967741935484,0.97,0.98,0.96,0.99,0.96
204,2004,0.9009677419354839,0.96,1.01,0.99,1.01,0.99
205,2005,1.160967741935484,0.96,1.03,1.02,1.04,1.02
206,2006,0.7809677419354839,0.98,1.06,1.05,1.07,1.05
207,2007,1.1309677419354838,0.99,1.09,1.07,1.09,1.07
208,2008,0.830967741935484,1.01,1.11,1.1,1.12,1.1
209,2009,1.070967741935484,1.03,1.13,1.12,1.14,1.12
210,2010,0.7709677419354839,1.05,1.16,1.15,1.16,1.15
211,2011,1.100967741935484,1.09,1.18,1.18,1.19,1.18
212,2012,1.020967741935484,1.13,1.21,1.2,1.21,1.21
213,2013,1.160967741935484,1.18,1.24,1.24,1.24,1.24
214,2014,0.9809677419354839,1.25,1.27,1.27,1.26,1.27
215,2015,1.6109677419354838,1.32,1.3,1.3,1.29,1.3
216,2016,1.520967741935484,1.39,1.32,1.33,1.31,1.33
217,2017,1.300967741935484,1.46,1.35,1.36,1.34,1.36
218,2018,1.050967741935484,1.53,1.37,1.39,1.37,1.39
219,2019,1.6709677419354838,1.6,1.4,1.42,1.39,1.42
220,2020,1.950967741935484,1.67,1.43,1.45,1.42,1.45
221,2021,,,1.45,1.48,1.45,1.48
222,2022,,,1.48,1.51,1.47,1.51
223,2023,,,1.5,1.54,1.5,1.54
224,2024,,,1.53,1.57,1.53,1.58
225,2025,,,1.56,1.6,1.56,1.61
226,2026,,,1.59,1.62,1.58,1.64
227,2027,,,1.61,1.65,1.61,1.68
228,2028,,,1.64,1.68,1.64,1.71
229,2029,,,1.67,1.7,1.67,1.75
230,2030,,,1.69,1.73,1.7,1.78
231,2031,,,1.72,1.75,1.73,1.82
232,2032,,,1.74,1.77,1.76,1.86
233,2033,,,1.76,1.79,1.79,1.89
234,2034,,,1.78,1.81,1.81,1.93
235,2035,,,1.8,1.83,1.84,1.97
236,2036,,,1.81,1.85,1.87,2.01
237,2037,,,1.83,1.87,1.9,2.05
238,2038,,,1.84,1.89,1.93,2.09
239,2039,,,1.85,1.91,1.95,2.13
240,2040,,,1.86,1.94,1.98,2.18
241,2041,,,1.87,1.96,2.02,2.22
242,2042,,,1.88,1.98,2.05,2.26
243,2043,,,1.89,2.01,2.08,2.3
244,2044,,,1.89,2.03,2.11,2.34
245,2045,,,1.9,2.05,2.14,2.38
246,2046,,,1.91,2.07,2.18,2.42
247,2047,,,1.91,2.09,2.21,2.46
248,2048,,,1.92,2.12,2.25,2.5
249,2049,,,1.93,2.14,2.28,2.54
250,2050,,,1.93,2.16,2.32,2.58
251,2051,,,1.94,2.19,2.35,2.62
252,2052,,,1.95,2.21,2.39,2.66
253,2053,,,1.95,2.23,2.42,2.7
254,2054,,,1.96,2.25,2.46,2.74
255,2055,,,1.96,2.27,2.49,2.78
256,2056,,,1.97,2.3,2.52,2.82
257,2057,,,1.97,2.32,2.56,2.87
258,2058,,,1.97,2.34,2.59,2.92
259,2059,,,1.98,2.36,2.63,2.96
260,2060,,,1.98,2.38,2.67,3.0
261,2061,,,1.98,2.4,2.7,3.05
262,2062,,,1.99,2.42,2.74,3.1
263,2063,,,1.99,2.44,2.78,3.15
264,2064,,,1.99,2.46,2.82,3.2
265,2065,,,2.0,2.48,2.86,3.25
266,2066,,,2.0,2.49,2.9,3.3
267,2067,,,1.99,2.51,2.94,3.35
268,2068,,,1.99,2.52,2.97,3.39
269,2069,,,2.0,2.53,3.01,3.44
270,2070,,,2.0,2.54,3.05,3.49
271,2071,,,2.0,2.56,3.09,3.54
272,2072,,,2.0,2.57,3.13,3.59
273,2073,,,1.99,2.58,3.17,3.65
274,2074,,,1.99,2.6,3.2,3.7
275,2075,,,1.99,2.61,3.24,3.75
276,2076,,,1.99,2.62,3.28,3.8
277,2077,,,1.99,2.64,3.31,3.86
278,2078,,,1.98,2.65,3.35,3.91
279,2079,,,1.98,2.66,3.38,3.96
280,2080,,,1.98,2.67,3.42,4.01
281,2081,,,1.98,2.68,3.45,4.06
282,2082,,,1.97,2.7,3.48,4.11
283,2083,,,1.97,2.71,3.52,4.16
284,2084,,,1.96,2.73,3.55,4.21
285,2085,,,1.96,2.74,3.59,4.26
286,2086,,,1.95,2.76,3.63,4.31
287,2087,,,1.95,2.77,3.66,4.36
288,2088,,,1.94,2.78,3.7,4.41
289,2089,,,1.94,2.79,3.74,4.45
290,2090,,,1.94,2.8,3.78,4.5
291,2091,,,1.93,2.81,3.83,4.55
292,2092,,,1.93,2.82,3.87,4.6
293,2093,,,1.92,2.83,3.91,4.65
294,2094,,,1.92,2.84,3.95,4.69
295,2095,,,1.91,2.85,3.99,4.74
296,2096,,,1.91,2.86,4.03,4.78
297,2097,,,1.9,2.87,4.07,4.83
298,2098,,,1.9,2.88,4.11,4.87
299,2099,,,1.89,2.89,4.14,4.92
300,2100,,,1.89,2.9,4.19,4.97
