Portugal,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
90,1890,-0.7629032258064518,-0.37,,,,
91,1891,-0.5629032258064517,-0.31,,,,
92,1892,-0.1329032258064517,-0.24,,,,
93,1893,0.7370967741935484,-0.18,,,,
94,1894,-0.26290322580645165,-0.14,,,,
95,1895,0.6070967741935483,-0.1,,,,
96,1896,-0.2029032258064517,-0.07,,,,
97,1897,0.7570967741935484,-0.03,,,,
98,1898,0.34709677419354834,-0.01,,,,
99,1899,1.3970967741935483,0.01,,,,
100,1900,0.2670967741935483,0.01,,,,
101,1901,-0.4629032258064517,0.0,,,,
102,1902,-0.26290322580645165,-0.01,,,,
103,1903,-0.11290322580645168,-0.03,,,,
104,1904,0.33709677419354833,-0.06,,,,
105,1905,-0.4529032258064517,-0.09,,,,
106,1906,0.017096774193548325,-0.11,,,,
107,1907,-0.17290322580645168,-0.12,,,,
108,1908,0.20709677419354833,-0.12,,,,
109,1909,-0.23290322580645173,-0.11,,,,
110,1910,-0.3129032258064517,-0.11,,,,
111,1911,-0.15290322580645166,-0.1,,,,
112,1912,-0.27290322580645165,-0.09,,,,
113,1913,-0.12290322580645169,-0.07,,,,
114,1914,-0.032903225806451664,-0.04,,,,
115,1915,0.1870967741935483,-0.01,,,,
116,1916,-0.022903225806451655,0.02,,,,
117,1917,-0.5229032258064517,0.05,,,,
118,1918,0.14709677419354833,0.08,,,,
119,1919,0.13709677419354832,0.11,,,,
120,1920,0.4370967741935483,0.13,,,,
121,1921,0.5670967741935483,0.16,,,,
122,1922,0.06709677419354831,0.19,,,,
123,1923,0.03709677419354834,0.21,,,,
124,1924,0.2670967741935483,0.23,,,,
125,1925,-0.3329032258064517,0.24,,,,
126,1926,0.9770967741935483,0.23,,,,
127,1927,0.1570967741935483,0.22,,,,
128,1928,0.28709677419354834,0.21,,,,
129,1929,0.7570967741935484,0.2,,,,
130,1930,0.3670967741935483,0.2,,,,
131,1931,0.1270967741935483,0.2,,,,
132,1932,-0.2029032258064517,0.21,,,,
133,1933,0.20709677419354833,0.21,,,,
134,1934,-0.06290322580645169,0.2,,,,
135,1935,0.03709677419354834,0.2,,,,
136,1936,0.03709677419354834,0.21,,,,
137,1937,0.5570967741935483,0.22,,,,
138,1938,0.6570967741935483,0.25,,,,
139,1939,0.03709677419354834,0.28,,,,
140,1940,0.39709677419354833,0.33,,,,
141,1941,-0.022903225806451655,0.38,,,,
142,1942,0.22709677419354832,0.43,,,,
143,1943,0.7470967741935484,0.47,,,,
144,1944,0.3170967741935483,0.5,,,,
145,1945,1.1070967741935482,0.52,,,,
146,1946,0.03709677419354834,0.53,,,,
147,1947,0.7870967741935484,0.55,,,,
148,1948,1.3470967741935485,0.56,,,,
149,1949,1.3770967741935483,0.57,,,,
150,1950,0.6770967741935483,0.57,,,,
151,1951,0.06709677419354831,0.56,,,,
152,1952,0.33709677419354833,0.55,,,,
153,1953,0.8370967741935483,0.54,,,,
154,1954,0.16709677419354832,0.52,,,,
155,1955,1.3770967741935483,0.51,,,,
156,1956,-0.5729032258064517,0.49,,,,
157,1957,0.2970967741935483,0.48,,,,
158,1958,0.4370967741935483,0.48,,,,
159,1959,0.6170967741935482,0.48,,,,
160,1960,0.3770967741935483,0.48,,,,
161,1961,1.2870967741935484,0.47,,,,
162,1962,0.5270967741935484,0.46,,,,
163,1963,0.2470967741935483,0.44,,,,
164,1964,0.6670967741935483,0.42,,,,
165,1965,0.3070967741935483,0.38,,,,
166,1966,0.5970967741935483,0.34,,,,
167,1967,0.27709677419354833,0.3,,,,
168,1968,0.5070967741935484,0.26,,,,
169,1969,-0.05290322580645168,0.23,,,,
170,1970,0.2970967741935483,0.2,,,,
171,1971,-0.22290322580645172,0.18,,,,
172,1972,-0.5629032258064517,0.17,,,,
173,1973,0.19709677419354832,0.17,,,,
174,1974,0.007096774193548316,0.18,,,,
175,1975,0.08709677419354833,0.2,,,,
176,1976,0.19709677419354832,0.24,,,,
177,1977,0.21709677419354834,0.28,,,,
178,1978,0.4470967741935483,0.33,,,,
179,1979,0.34709677419354834,0.38,,,,
180,1980,0.39709677419354833,0.44,,,,
181,1981,1.0570967741935484,0.49,,,,
182,1982,0.6470967741935483,0.55,,,,
183,1983,0.6370967741935483,0.61,,,,
184,1984,0.1870967741935483,0.66,,,,
185,1985,0.7470967741935484,0.71,,,,
186,1986,0.2970967741935483,0.74,,,,
187,1987,1.2170967741935483,0.77,,,,
188,1988,0.6670967741935483,0.8,,,,
189,1989,1.6670967741935483,0.83,,,,
190,1990,1.3370967741935482,0.88,,,,
191,1991,0.8170967741935483,0.92,,,,
192,1992,0.7270967741935483,0.96,,,,
193,1993,0.10709677419354832,0.99,,,,
194,1994,0.9570967741935483,1.01,,,,
195,1995,1.9970967741935484,1.03,,,,
196,1996,0.9670967741935483,1.04,,,,
197,1997,1.8870967741935485,1.06,,,,
198,1998,1.2970967741935482,1.09,,,,
199,1999,0.9570967741935483,1.12,,,,
200,2000,0.9770967741935483,1.15,,,,
201,2001,1.0570967741935484,1.17,,,,
202,2002,1.1370967741935485,1.19,,,,
203,2003,1.4870967741935481,1.2,,,,
204,2004,1.1670967741935483,1.22,,,,
205,2005,1.2370967741935484,1.24,1.24,1.23,1.28,1.22
206,2006,1.6570967741935485,1.25,1.26,1.25,1.29,1.24
207,2007,0.9270967741935483,1.28,1.28,1.27,1.31,1.27
208,2008,0.9070967741935483,1.3,1.3,1.29,1.33,1.29
209,2009,1.6070967741935482,1.32,1.32,1.32,1.35,1.31
210,2010,1.3170967741935482,1.34,1.34,1.34,1.36,1.34
211,2011,1.7970967741935482,1.36,1.37,1.36,1.38,1.36
212,2012,1.0070967741935484,1.39,1.39,1.38,1.4,1.39
213,2013,1.1270967741935483,1.42,1.41,1.41,1.42,1.41
214,2014,1.4970967741935484,1.45,1.43,1.44,1.44,1.44
215,2015,1.6470967741935483,1.48,1.47,1.47,1.46,1.48
216,2016,1.4570967741935483,1.51,1.5,1.51,1.48,1.51
217,2017,1.9470967741935485,1.54,1.54,1.55,1.51,1.55
218,2018,1.0870967741935482,1.57,1.57,1.58,1.54,1.58
219,2019,1.3970967741935483,1.6,1.61,1.62,1.56,1.62
220,2020,1.9270967741935485,1.63,1.64,1.66,1.59,1.66
221,2021,,,1.67,1.69,1.61,1.69
222,2022,,,1.7,1.73,1.64,1.73
223,2023,,,1.73,1.76,1.68,1.76
224,2024,,,1.76,1.79,1.71,1.79
225,2025,,,1.79,1.81,1.75,1.82
226,2026,,,1.81,1.83,1.79,1.86
227,2027,,,1.84,1.85,1.83,1.89
228,2028,,,1.86,1.88,1.87,1.93
229,2029,,,1.88,1.91,1.91,1.96
230,2030,,,1.9,1.94,1.95,2.0
231,2031,,,1.92,1.97,1.99,2.04
232,2032,,,1.94,1.99,2.03,2.09
233,2033,,,1.96,2.02,2.06,2.13
234,2034,,,1.98,2.04,2.09,2.17
235,2035,,,2.0,2.07,2.12,2.21
236,2036,,,2.02,2.09,2.14,2.26
237,2037,,,2.04,2.12,2.17,2.3
238,2038,,,2.06,2.14,2.2,2.35
239,2039,,,2.08,2.16,2.22,2.39
240,2040,,,2.1,2.17,2.25,2.44
241,2041,,,2.11,2.19,2.28,2.48
242,2042,,,2.13,2.21,2.31,2.52
243,2043,,,2.14,2.23,2.34,2.57
244,2044,,,2.15,2.26,2.38,2.61
245,2045,,,2.16,2.28,2.42,2.66
246,2046,,,2.17,2.31,2.47,2.7
247,2047,,,2.18,2.34,2.52,2.74
248,2048,,,2.18,2.37,2.56,2.78
249,2049,,,2.18,2.4,2.6,2.82
250,2050,,,2.19,2.43,2.64,2.86
251,2051,,,2.19,2.46,2.67,2.9
252,2052,,,2.2,2.48,2.71,2.95
253,2053,,,2.2,2.51,2.74,2.99
254,2054,,,2.21,2.53,2.77,3.03
255,2055,,,2.21,2.55,2.8,3.07
256,2056,,,2.21,2.57,2.83,3.12
257,2057,,,2.21,2.59,2.86,3.17
258,2058,,,2.21,2.62,2.89,3.22
259,2059,,,2.21,2.64,2.92,3.27
260,2060,,,2.21,2.66,2.95,3.33
261,2061,,,2.21,2.68,2.99,3.38
262,2062,,,2.21,2.7,3.02,3.43
263,2063,,,2.22,2.72,3.06,3.49
264,2064,,,2.22,2.74,3.1,3.54
265,2065,,,2.23,2.75,3.14,3.6
266,2066,,,2.23,2.77,3.18,3.65
267,2067,,,2.24,2.78,3.21,3.71
268,2068,,,2.25,2.8,3.25,3.77
269,2069,,,2.25,2.81,3.3,3.83
270,2070,,,2.26,2.83,3.34,3.89
271,2071,,,2.26,2.84,3.39,3.95
272,2072,,,2.27,2.86,3.44,4.02
273,2073,,,2.27,2.88,3.48,4.08
274,2074,,,2.27,2.89,3.52,4.14
275,2075,,,2.26,2.9,3.55,4.21
276,2076,,,2.26,2.92,3.59,4.27
277,2077,,,2.26,2.93,3.63,4.33
278,2078,,,2.26,2.95,3.67,4.39
279,2079,,,2.26,2.97,3.71,4.45
280,2080,,,2.26,2.99,3.76,4.51
281,2081,,,2.27,3.02,3.8,4.57
282,2082,,,2.27,3.04,3.84,4.63
283,2083,,,2.27,3.06,3.88,4.69
284,2084,,,2.27,3.08,3.92,4.75
285,2085,,,2.27,3.1,3.97,4.81
286,2086,,,2.27,3.12,4.02,4.87
287,2087,,,2.27,3.13,4.07,4.94
288,2088,,,2.27,3.15,4.11,5.0
289,2089,,,2.26,3.15,4.16,5.07
290,2090,,,2.26,3.16,4.2,5.13
291,2091,,,2.25,3.16,4.25,5.19
292,2092,,,2.24,3.16,4.3,5.26
293,2093,,,2.23,3.17,4.35,5.32
294,2094,,,2.22,3.17,4.41,5.39
295,2095,,,2.22,3.18,4.46,5.46
296,2096,,,2.21,3.19,4.51,5.52
297,2097,,,2.2,3.2,4.57,5.59
298,2098,,,2.19,3.2,4.62,5.65
299,2099,,,2.18,3.21,4.67,5.72
300,2100,,,2.17,3.22,4.73,5.79
