Haiti,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
116,1916,-0.24677419354838714,0.02,,,,
117,1917,-0.49677419354838714,0.04,,,,
118,1918,-0.21677419354838712,0.05,,,,
119,1919,0.32322580645161286,0.07,,,,
120,1920,0.26322580645161286,0.09,,,,
121,1921,0.003225806451612856,0.11,,,,
122,1922,-0.016774193548387162,0.14,,,,
123,1923,0.13322580645161286,0.17,,,,
124,1924,0.31322580645161285,0.2,,,,
125,1925,0.12322580645161285,0.23,,,,
126,1926,0.6232258064516129,0.24,,,,
127,1927,0.33322580645161287,0.25,,,,
128,1928,0.33322580645161287,0.25,,,,
129,1929,0.21322580645161288,0.26,,,,
130,1930,0.3432258064516128,0.26,,,,
131,1931,0.36322580645161284,0.26,,,,
132,1932,0.2732258064516129,0.25,,,,
133,1933,0.15322580645161288,0.25,,,,
134,1934,0.003225806451612856,0.25,,,,
135,1935,-0.016774193548387162,0.26,,,,
136,1936,0.39322580645161287,0.27,,,,
137,1937,0.38322580645161286,0.27,,,,
138,1938,0.08322580645161287,0.27,,,,
139,1939,0.10322580645161289,0.28,,,,
140,1940,0.5332258064516129,0.29,,,,
141,1941,0.7032258064516128,0.31,,,,
142,1942,0.6132258064516128,0.33,,,,
143,1943,0.17322580645161284,0.34,,,,
144,1944,0.1632258064516129,0.35,,,,
145,1945,-0.02677419354838717,0.36,,,,
146,1946,0.2732258064516129,0.36,,,,
147,1947,0.6532258064516129,0.36,,,,
148,1948,0.8032258064516129,0.36,,,,
149,1949,0.45322580645161287,0.36,,,,
150,1950,-0.04677419354838719,0.37,,,,
151,1951,0.18322580645161285,0.38,,,,
152,1952,0.5232258064516129,0.41,,,,
153,1953,0.6832258064516129,0.43,,,,
154,1954,0.32322580645161286,0.45,,,,
155,1955,-0.016774193548387162,0.48,,,,
156,1956,0.15322580645161288,0.5,,,,
157,1957,0.5732258064516129,0.52,,,,
158,1958,0.7432258064516128,0.54,,,,
159,1959,0.8732258064516129,0.55,,,,
160,1960,0.8132258064516129,0.57,,,,
161,1961,0.5632258064516129,0.58,,,,
162,1962,0.5232258064516129,0.59,,,,
163,1963,0.6632258064516129,0.6,,,,
164,1964,0.6632258064516129,0.59,,,,
165,1965,0.39322580645161287,0.58,,,,
166,1966,0.5432258064516129,0.56,,,,
167,1967,0.5532258064516129,0.54,,,,
168,1968,0.5332258064516129,0.52,,,,
169,1969,0.8032258064516129,0.5,,,,
170,1970,0.45322580645161287,0.49,,,,
171,1971,0.24322580645161285,0.48,,,,
172,1972,0.48322580645161284,0.48,,,,
173,1973,0.5932258064516128,0.49,,,,
174,1974,0.18322580645161285,0.5,,,,
175,1975,0.37322580645161285,0.51,,,,
176,1976,0.26322580645161286,0.53,,,,
177,1977,0.6932258064516128,0.56,,,,
178,1978,0.6432258064516129,0.58,,,,
179,1979,0.44322580645161286,0.6,,,,
180,1980,0.9332258064516128,0.63,,,,
181,1981,0.7032258064516128,0.66,,,,
182,1982,0.8032258064516129,0.69,,,,
183,1983,1.0832258064516127,0.72,,,,
184,1984,0.4632258064516129,0.75,,,,
185,1985,0.45322580645161287,0.77,,,,
186,1986,0.6332258064516129,0.79,,,,
187,1987,0.9932258064516128,0.81,,,,
188,1988,0.8832258064516129,0.83,,,,
189,1989,0.7532258064516129,0.86,,,,
190,1990,0.9232258064516128,0.89,,,,
191,1991,0.9932258064516128,0.92,,,,
192,1992,1.0132258064516129,0.95,,,,
193,1993,0.8432258064516129,0.98,,,,
194,1994,1.073225806451613,1.0,,,,
195,1995,1.1632258064516128,1.01,,,,
196,1996,0.7732258064516129,1.03,,,,
197,1997,1.403225806451613,1.05,,,,
198,1998,1.293225806451613,1.06,,,,
199,1999,0.9032258064516129,1.08,,,,
200,2000,0.7432258064516128,1.09,,,,
201,2001,1.0132258064516129,1.1,,,,
202,2002,1.1832258064516128,1.11,,,,
203,2003,1.343225806451613,1.12,,,,
204,2004,1.1432258064516128,1.12,,,,
205,2005,1.113225806451613,1.12,1.1,1.1,1.1,1.08
206,2006,1.1632258064516128,1.13,1.13,1.13,1.13,1.11
207,2007,1.2532258064516129,1.15,1.15,1.15,1.15,1.14
208,2008,1.0132258064516129,1.17,1.18,1.18,1.18,1.17
209,2009,1.193225806451613,1.19,1.2,1.2,1.21,1.19
210,2010,1.1432258064516128,1.21,1.22,1.23,1.23,1.22
211,2011,0.9032258064516129,1.23,1.25,1.25,1.26,1.25
212,2012,1.1032258064516127,1.26,1.27,1.28,1.28,1.28
213,2013,1.3332258064516127,1.28,1.3,1.3,1.31,1.3
214,2014,1.4532258064516128,1.32,1.32,1.33,1.33,1.33
215,2015,1.7832258064516129,1.35,1.35,1.35,1.35,1.36
216,2016,1.383225806451613,1.38,1.38,1.37,1.38,1.38
217,2017,1.2332258064516128,1.41,1.4,1.4,1.4,1.41
218,2018,1.2232258064516128,1.45,1.43,1.43,1.42,1.44
219,2019,1.593225806451613,1.48,1.46,1.46,1.44,1.47
220,2020,1.583225806451613,1.51,1.49,1.49,1.46,1.51
221,2021,,,1.52,1.52,1.49,1.54
222,2022,,,1.55,1.55,1.51,1.57
223,2023,,,1.57,1.58,1.54,1.61
224,2024,,,1.6,1.61,1.57,1.64
225,2025,,,1.62,1.64,1.59,1.68
226,2026,,,1.65,1.67,1.62,1.71
227,2027,,,1.67,1.7,1.65,1.75
228,2028,,,1.7,1.72,1.68,1.78
229,2029,,,1.72,1.75,1.71,1.82
230,2030,,,1.75,1.78,1.74,1.85
231,2031,,,1.78,1.8,1.77,1.88
232,2032,,,1.8,1.83,1.8,1.92
233,2033,,,1.83,1.86,1.83,1.96
234,2034,,,1.85,1.88,1.87,1.99
235,2035,,,1.87,1.91,1.9,2.03
236,2036,,,1.89,1.93,1.93,2.06
237,2037,,,1.91,1.95,1.96,2.1
238,2038,,,1.92,1.98,1.99,2.14
239,2039,,,1.94,2.0,2.03,2.19
240,2040,,,1.95,2.02,2.06,2.23
241,2041,,,1.96,2.05,2.09,2.28
242,2042,,,1.97,2.07,2.13,2.32
243,2043,,,1.98,2.1,2.16,2.37
244,2044,,,2.0,2.12,2.2,2.41
245,2045,,,2.01,2.14,2.23,2.46
246,2046,,,2.02,2.17,2.27,2.5
247,2047,,,2.03,2.19,2.31,2.54
248,2048,,,2.04,2.22,2.35,2.59
249,2049,,,2.05,2.25,2.39,2.63
250,2050,,,2.06,2.28,2.42,2.67
251,2051,,,2.07,2.31,2.46,2.71
252,2052,,,2.08,2.33,2.49,2.75
253,2053,,,2.09,2.36,2.53,2.79
254,2054,,,2.1,2.39,2.56,2.83
255,2055,,,2.1,2.42,2.6,2.88
256,2056,,,2.11,2.44,2.63,2.93
257,2057,,,2.11,2.47,2.66,2.97
258,2058,,,2.12,2.49,2.69,3.02
259,2059,,,2.12,2.52,2.73,3.07
260,2060,,,2.13,2.54,2.76,3.12
261,2061,,,2.13,2.56,2.8,3.17
262,2062,,,2.13,2.58,2.83,3.22
263,2063,,,2.13,2.6,2.87,3.27
264,2064,,,2.13,2.61,2.91,3.32
265,2065,,,2.13,2.63,2.95,3.37
266,2066,,,2.14,2.64,2.98,3.42
267,2067,,,2.14,2.65,3.02,3.47
268,2068,,,2.14,2.67,3.06,3.52
269,2069,,,2.14,2.68,3.1,3.57
270,2070,,,2.14,2.69,3.14,3.62
271,2071,,,2.15,2.71,3.17,3.67
272,2072,,,2.15,2.72,3.21,3.72
273,2073,,,2.15,2.73,3.24,3.78
274,2074,,,2.15,2.75,3.28,3.83
275,2075,,,2.15,2.76,3.31,3.89
276,2076,,,2.15,2.77,3.35,3.94
277,2077,,,2.15,2.79,3.39,3.99
278,2078,,,2.15,2.8,3.43,4.04
279,2079,,,2.15,2.82,3.47,4.09
280,2080,,,2.15,2.84,3.51,4.14
281,2081,,,2.15,2.85,3.55,4.19
282,2082,,,2.15,2.87,3.59,4.25
283,2083,,,2.15,2.89,3.64,4.3
284,2084,,,2.15,2.91,3.68,4.35
285,2085,,,2.14,2.93,3.72,4.4
286,2086,,,2.14,2.94,3.76,4.45
287,2087,,,2.13,2.96,3.8,4.5
288,2088,,,2.13,2.98,3.84,4.55
289,2089,,,2.12,2.99,3.88,4.61
290,2090,,,2.11,3.0,3.91,4.66
291,2091,,,2.11,3.01,3.95,4.72
292,2092,,,2.1,3.02,3.98,4.77
293,2093,,,2.1,3.02,4.02,4.83
294,2094,,,2.1,3.03,4.05,4.89
295,2095,,,2.09,3.03,4.09,4.95
296,2096,,,2.09,3.04,4.13,5.01
297,2097,,,2.08,3.04,4.16,5.06
298,2098,,,2.08,3.05,4.2,5.12
299,2099,,,2.08,3.05,4.24,5.18
300,2100,,,2.07,3.06,4.28,5.24
