Canada,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
44,1844,-0.8838709677419355,-0.25,,,,
45,1845,-0.3838709677419355,-0.21,,,,
46,1846,0.9361290322580645,-0.19,,,,
47,1847,-0.04387096774193544,-0.16,,,,
48,1848,-0.29387096774193544,-0.14,,,,
49,1849,-0.5538709677419354,-0.11,,,,
50,1850,0.06612903225806455,-0.09,,,,
51,1851,0.2561290322580645,-0.06,,,,
52,1852,0.23612903225806453,-0.04,,,,
53,1853,0.03612903225806452,-0.03,,,,
54,1854,-0.1138709677419355,-0.03,,,,
55,1855,-0.32387096774193547,-0.04,,,,
56,1856,0.43612903225806454,-0.05,,,,
57,1857,-0.17387096774193544,-0.06,,,,
58,1858,-0.14387096774193542,-0.08,,,,
59,1859,-0.2638709677419354,-0.09,,,,
60,1860,0.4661290322580645,-0.1,,,,
61,1861,-0.2738709677419354,-0.1,,,,
62,1862,-0.8938709677419355,-0.09,,,,
63,1863,-0.2538709677419355,-0.07,,,,
64,1864,0.24612903225806454,-0.06,,,,
65,1865,0.11612903225806454,-0.05,,,,
66,1866,-0.2438709677419355,-0.04,,,,
67,1867,-0.023870967741935478,-0.03,,,,
68,1868,-0.15387096774193543,-0.03,,,,
69,1869,0.36612903225806454,-0.04,,,,
70,1870,0.6461290322580645,-0.06,,,,
71,1871,-0.21387096774193548,-0.08,,,,
72,1872,0.11612903225806454,-0.12,,,,
73,1873,-0.31387096774193546,-0.15,,,,
74,1874,-0.03387096774193549,-0.18,,,,
75,1875,-1.1038709677419356,-0.22,,,,
76,1876,-0.45387096774193547,-0.26,,,,
77,1877,1.1961290322580647,-0.31,,,,
78,1878,1.9261290322580646,-0.35,,,,
79,1879,-0.4038709677419354,-0.39,,,,
80,1880,-0.7238709677419354,-0.42,,,,
81,1881,0.10612903225806453,-0.43,,,,
82,1882,-0.28387096774193543,-0.44,,,,
83,1883,-0.8238709677419355,-0.44,,,,
84,1884,-0.9438709677419356,-0.43,,,,
85,1885,-0.023870967741935478,-0.41,,,,
86,1886,-0.4838709677419355,-0.4,,,,
87,1887,-1.2438709677419353,-0.37,,,,
88,1888,-0.2738709677419354,-0.35,,,,
89,1889,0.6961290322580646,-0.33,,,,
90,1890,-0.7738709677419354,-0.3,,,,
91,1891,0.006129032258064548,-0.26,,,,
92,1892,0.16612903225806452,-0.22,,,,
93,1893,-0.6438709677419355,-0.18,,,,
94,1894,-0.2338709677419355,-0.13,,,,
95,1895,0.2661290322580645,-0.07,,,,
96,1896,-0.3538709677419355,-0.02,,,,
97,1897,-0.2638709677419354,0.03,,,,
98,1898,0.17612903225806453,0.08,,,,
99,1899,-0.43387096774193545,0.13,,,,
100,1900,0.6961290322580646,0.17,,,,
101,1901,0.6061290322580646,0.2,,,,
102,1902,0.5561290322580645,0.22,,,,
103,1903,0.43612903225806454,0.24,,,,
104,1904,-0.2438709677419355,0.26,,,,
105,1905,0.6561290322580645,0.26,,,,
106,1906,0.5961290322580646,0.25,,,,
107,1907,-0.9338709677419356,0.23,,,,
108,1908,0.36612903225806454,0.2,,,,
109,1909,-0.3438709677419355,0.17,,,,
110,1910,0.5161290322580645,0.13,,,,
111,1911,0.10612903225806453,0.09,,,,
112,1912,0.4161290322580645,0.06,,,,
113,1913,-0.18387096774193545,0.05,,,,
114,1914,-0.32387096774193547,0.04,,,,
115,1915,1.3061290322580645,0.04,,,,
116,1916,0.06612903225806455,0.05,,,,
117,1917,-0.9638709677419354,0.05,,,,
118,1918,-0.5138709677419354,0.06,,,,
119,1919,0.03612903225806452,0.07,,,,
120,1920,0.5361290322580645,0.09,,,,
121,1921,0.6461290322580645,0.11,,,,
122,1922,-0.2738709677419354,0.15,,,,
123,1923,0.11612903225806454,0.2,,,,
124,1924,0.49612903225806454,0.24,,,,
125,1925,0.11612903225806454,0.28,,,,
126,1926,0.37612903225806454,0.29,,,,
127,1927,-0.0038709677419354604,0.28,,,,
128,1928,1.1361290322580646,0.26,,,,
129,1929,-0.14387096774193542,0.23,,,,
130,1930,0.9661290322580646,0.23,,,,
131,1931,1.7461290322580645,0.24,,,,
132,1932,0.15612903225806452,0.27,,,,
133,1933,-0.7838709677419354,0.3,,,,
134,1934,0.08612903225806451,0.34,,,,
135,1935,-0.30387096774193545,0.38,,,,
136,1936,-0.6638709677419355,0.42,,,,
137,1937,0.7461290322580645,0.47,,,,
138,1938,1.2561290322580645,0.53,,,,
139,1939,0.37612903225806454,0.59,,,,
140,1940,1.2961290322580645,0.65,,,,
141,1941,0.8961290322580645,0.7,,,,
142,1942,1.0361290322580645,0.73,,,,
143,1943,0.7661290322580645,0.74,,,,
144,1944,1.4861290322580647,0.72,,,,
145,1945,0.32612903225806456,0.69,,,,
146,1946,0.31612903225806455,0.66,,,,
147,1947,0.9761290322580646,0.63,,,,
148,1948,0.4761290322580645,0.61,,,,
149,1949,0.4161290322580645,0.57,,,,
150,1950,-0.6038709677419355,0.54,,,,
151,1951,-0.03387096774193549,0.52,,,,
152,1952,1.3561290322580646,0.5,,,,
153,1953,1.3861290322580646,0.49,,,,
154,1954,0.6261290322580646,0.49,,,,
155,1955,0.4161290322580645,0.5,,,,
156,1956,-0.2738709677419354,0.5,,,,
157,1957,0.32612903225806456,0.5,,,,
158,1958,1.0861290322580646,0.48,,,,
159,1959,0.11612903225806454,0.44,,,,
160,1960,0.9361290322580645,0.4,,,,
161,1961,0.2861290322580645,0.37,,,,
162,1962,0.4761290322580645,0.36,,,,
163,1963,0.7461290322580645,0.35,,,,
164,1964,-0.12387096774193551,0.35,,,,
165,1965,-0.19387096774193546,0.35,,,,
166,1966,0.15612903225806452,0.34,,,,
167,1967,0.006129032258064548,0.34,,,,
168,1968,0.6561290322580645,0.34,,,,
169,1969,0.7961290322580645,0.35,,,,
170,1970,0.18612903225806454,0.37,,,,
171,1971,0.42612903225806453,0.39,,,,
172,1972,-1.4938709677419353,0.42,,,,
173,1973,1.1361290322580646,0.44,,,,
174,1974,-0.3338709677419355,0.46,,,,
175,1975,0.36612903225806454,0.46,,,,
176,1976,0.49612903225806454,0.46,,,,
177,1977,1.4461290322580647,0.45,,,,
178,1978,0.016129032258064557,0.46,,,,
179,1979,0.31612903225806455,0.46,,,,
180,1980,0.8961290322580645,0.48,,,,
181,1981,2.4461290322580647,0.5,,,,
182,1982,-0.5838709677419355,0.52,,,,
183,1983,0.5461290322580645,0.54,,,,
184,1984,0.6661290322580645,0.55,,,,
185,1985,0.4161290322580645,0.56,,,,
186,1986,0.45612903225806456,0.58,,,,
187,1987,1.9661290322580647,0.61,,,,
188,1988,1.1861290322580644,0.64,,,,
189,1989,0.2561290322580645,0.67,,,,
190,1990,0.30612903225806454,0.71,,,,
191,1991,0.9061290322580645,0.75,,,,
192,1992,0.4061290322580645,0.8,,,,
193,1993,0.9761290322580646,0.87,,,,
194,1994,0.9361290322580645,0.94,,,,
195,1995,1.0061290322580645,1.01,,,,
196,1996,0.4061290322580645,1.08,,,,
197,1997,1.1061290322580646,1.15,,,,
198,1998,2.8061290322580645,1.22,,,,
199,1999,2.1561290322580646,1.28,,,,
200,2000,1.3061290322580645,1.34,,,,
201,2001,2.2361290322580647,1.38,,,,
202,2002,0.9661290322580646,1.42,,,,
203,2003,1.4861290322580647,1.44,,,,
204,2004,0.38612903225806455,1.46,,,,
205,2005,2.0061290322580647,1.47,1.14,1.2,1.22,1.14
206,2006,2.8661290322580646,1.47,1.19,1.24,1.26,1.19
207,2007,1.2361290322580647,1.47,1.24,1.29,1.3,1.24
208,2008,1.0361290322580645,1.48,1.3,1.33,1.35,1.29
209,2009,1.1961290322580647,1.5,1.35,1.38,1.39,1.35
210,2010,3.4461290322580647,1.52,1.4,1.42,1.43,1.4
211,2011,1.7861290322580645,1.55,1.46,1.47,1.48,1.45
212,2012,2.2461290322580645,1.56,1.51,1.52,1.52,1.51
213,2013,1.2061290322580644,1.57,1.57,1.56,1.56,1.56
214,2014,1.0761290322580646,1.59,1.62,1.61,1.61,1.61
215,2015,1.7361290322580647,1.6,1.69,1.66,1.66,1.68
216,2016,2.5561290322580645,1.61,1.76,1.72,1.72,1.76
217,2017,2.0361290322580645,1.63,1.83,1.79,1.78,1.83
218,2018,0.9761290322580646,1.64,1.9,1.85,1.84,1.91
219,2019,1.5561290322580645,1.65,1.97,1.93,1.9,1.98
220,2020,1.6161290322580646,1.66,2.04,2.0,1.96,2.06
221,2021,,,2.11,2.07,2.02,2.13
222,2022,,,2.17,2.14,2.08,2.2
223,2023,,,2.24,2.21,2.14,2.27
224,2024,,,2.29,2.28,2.2,2.34
225,2025,,,2.35,2.34,2.25,2.41
226,2026,,,2.4,2.39,2.31,2.48
227,2027,,,2.44,2.44,2.37,2.55
228,2028,,,2.48,2.49,2.43,2.61
229,2029,,,2.53,2.53,2.5,2.68
230,2030,,,2.57,2.57,2.57,2.75
231,2031,,,2.62,2.61,2.64,2.83
232,2032,,,2.67,2.65,2.71,2.91
233,2033,,,2.72,2.7,2.77,2.99
234,2034,,,2.76,2.75,2.84,3.07
235,2035,,,2.8,2.8,2.9,3.15
236,2036,,,2.84,2.86,2.96,3.23
237,2037,,,2.89,2.93,3.03,3.32
238,2038,,,2.93,2.99,3.09,3.41
239,2039,,,2.98,3.06,3.14,3.5
240,2040,,,3.02,3.12,3.2,3.6
241,2041,,,3.05,3.19,3.26,3.7
242,2042,,,3.08,3.26,3.32,3.8
243,2043,,,3.11,3.32,3.39,3.9
244,2044,,,3.13,3.38,3.46,4.0
245,2045,,,3.15,3.44,3.54,4.1
246,2046,,,3.18,3.5,3.62,4.21
247,2047,,,3.21,3.57,3.71,4.31
248,2048,,,3.24,3.63,3.8,4.41
249,2049,,,3.27,3.69,3.89,4.51
250,2050,,,3.3,3.75,3.97,4.62
251,2051,,,3.33,3.81,4.06,4.72
252,2052,,,3.36,3.88,4.14,4.82
253,2053,,,3.38,3.94,4.22,4.92
254,2054,,,3.41,4.01,4.3,5.01
255,2055,,,3.44,4.07,4.38,5.11
256,2056,,,3.46,4.13,4.46,5.21
257,2057,,,3.48,4.18,4.54,5.31
258,2058,,,3.5,4.23,4.61,5.4
259,2059,,,3.52,4.28,4.68,5.5
260,2060,,,3.53,4.32,4.76,5.59
261,2061,,,3.54,4.36,4.83,5.69
262,2062,,,3.55,4.4,4.91,5.79
263,2063,,,3.56,4.43,4.98,5.9
264,2064,,,3.56,4.46,5.06,6.01
265,2065,,,3.57,4.49,5.15,6.12
266,2066,,,3.57,4.52,5.23,6.24
267,2067,,,3.58,4.56,5.32,6.35
268,2068,,,3.58,4.59,5.41,6.47
269,2069,,,3.57,4.63,5.49,6.59
270,2070,,,3.57,4.67,5.58,6.71
271,2071,,,3.57,4.71,5.67,6.83
272,2072,,,3.57,4.75,5.76,6.95
273,2073,,,3.56,4.79,5.85,7.07
274,2074,,,3.56,4.82,5.93,7.19
275,2075,,,3.56,4.84,6.01,7.31
276,2076,,,3.55,4.87,6.09,7.43
277,2077,,,3.55,4.9,6.17,7.55
278,2078,,,3.56,4.93,6.25,7.68
279,2079,,,3.56,4.97,6.33,7.81
280,2080,,,3.56,5.0,6.42,7.94
281,2081,,,3.57,5.04,6.51,8.06
282,2082,,,3.57,5.07,6.59,8.19
283,2083,,,3.57,5.11,6.69,8.32
284,2084,,,3.57,5.15,6.78,8.45
285,2085,,,3.57,5.19,6.88,8.58
286,2086,,,3.56,5.24,6.97,8.71
287,2087,,,3.56,5.28,7.06,8.84
288,2088,,,3.56,5.32,7.15,8.97
289,2089,,,3.55,5.36,7.23,9.1
290,2090,,,3.54,5.39,7.31,9.22
291,2091,,,3.53,5.42,7.38,9.35
292,2092,,,3.53,5.45,7.46,9.48
293,2093,,,3.53,5.49,7.54,9.61
294,2094,,,3.52,5.52,7.61,9.74
295,2095,,,3.52,5.55,7.69,9.88
296,2096,,,3.52,5.59,7.77,10.01
297,2097,,,3.51,5.62,7.85,10.15
298,2098,,,3.51,5.65,7.93,10.28
299,2099,,,3.51,5.69,8.01,10.41
300,2100,,,3.5,5.72,8.08,10.55
