Bulgaria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
184,1984,0.36548387096774193,0.35,,,,
185,1985,-0.024516129032258083,0.38,,,,
186,1986,0.37548387096774194,0.41,,,,
187,1987,0.045483870967741924,0.45,,,,
188,1988,0.4754838709677419,0.48,,,,
189,1989,0.8654838709677419,0.5,,,,
190,1990,1.325483870967742,0.52,,,,
191,1991,-0.10451612903225804,0.55,,,,
192,1992,0.7354838709677419,0.59,,,,
193,1993,0.39548387096774196,0.64,,,,
194,1994,1.885483870967742,0.71,,,,
195,1995,0.5754838709677419,0.77,,,,
196,1996,0.0854838709677419,0.82,,,,
197,1997,-0.014516129032258074,0.87,,,,
198,1998,0.8454838709677419,0.9,,,,
199,1999,1.5354838709677419,0.94,,,,
200,2000,1.585483870967742,0.99,,,,
201,2001,1.405483870967742,1.05,,,,
202,2002,1.485483870967742,1.12,,,,
203,2003,0.675483870967742,1.19,,,,
204,2004,1.035483870967742,1.25,,,,
205,2005,0.5654838709677419,1.3,1.33,1.39,1.45,1.37
206,2006,0.925483870967742,1.34,1.38,1.43,1.49,1.41
207,2007,2.045483870967742,1.37,1.43,1.47,1.52,1.46
208,2008,1.7554838709677418,1.41,1.48,1.52,1.56,1.51
209,2009,1.655483870967742,1.46,1.54,1.56,1.6,1.55
210,2010,1.585483870967742,1.52,1.59,1.6,1.63,1.6
211,2011,0.8054838709677419,1.59,1.64,1.65,1.67,1.65
212,2012,1.8054838709677419,1.66,1.69,1.69,1.71,1.69
213,2013,1.835483870967742,1.73,1.75,1.73,1.74,1.74
214,2014,1.685483870967742,1.8,1.8,1.77,1.77,1.78
215,2015,1.955483870967742,1.88,1.85,1.82,1.8,1.83
216,2016,1.8054838709677419,1.95,1.9,1.87,1.84,1.88
217,2017,1.4954838709677418,2.02,1.96,1.93,1.87,1.93
218,2018,2.0754838709677417,2.09,2.01,1.98,1.92,1.99
219,2019,2.5354838709677416,2.17,2.07,2.03,1.96,2.04
220,2020,2.395483870967742,2.24,2.13,2.08,2.0,2.09
221,2021,,,2.17,2.13,2.04,2.14
222,2022,,,2.21,2.18,2.08,2.18
223,2023,,,2.25,2.23,2.12,2.22
224,2024,,,2.29,2.27,2.17,2.27
225,2025,,,2.32,2.3,2.21,2.31
226,2026,,,2.34,2.34,2.26,2.35
227,2027,,,2.36,2.37,2.31,2.4
228,2028,,,2.38,2.4,2.35,2.45
229,2029,,,2.39,2.43,2.4,2.5
230,2030,,,2.41,2.46,2.44,2.54
231,2031,,,2.43,2.5,2.49,2.59
232,2032,,,2.44,2.53,2.55,2.64
233,2033,,,2.46,2.57,2.6,2.7
234,2034,,,2.48,2.6,2.64,2.76
235,2035,,,2.5,2.64,2.68,2.82
236,2036,,,2.52,2.67,2.72,2.88
237,2037,,,2.54,2.7,2.76,2.93
238,2038,,,2.57,2.73,2.8,2.99
239,2039,,,2.6,2.76,2.83,3.05
240,2040,,,2.62,2.79,2.87,3.11
241,2041,,,2.65,2.83,2.9,3.16
242,2042,,,2.68,2.86,2.95,3.22
243,2043,,,2.71,2.89,3.0,3.27
244,2044,,,2.73,2.93,3.05,3.33
245,2045,,,2.76,2.97,3.11,3.39
246,2046,,,2.78,3.01,3.17,3.45
247,2047,,,2.8,3.05,3.23,3.51
248,2048,,,2.82,3.1,3.29,3.57
249,2049,,,2.83,3.14,3.36,3.64
250,2050,,,2.84,3.17,3.42,3.71
251,2051,,,2.85,3.2,3.48,3.79
252,2052,,,2.86,3.23,3.53,3.86
253,2053,,,2.86,3.26,3.58,3.94
254,2054,,,2.86,3.28,3.62,4.01
255,2055,,,2.86,3.3,3.66,4.09
256,2056,,,2.87,3.33,3.7,4.15
257,2057,,,2.89,3.35,3.75,4.21
258,2058,,,2.9,3.37,3.8,4.27
259,2059,,,2.91,3.4,3.85,4.33
260,2060,,,2.92,3.42,3.9,4.39
261,2061,,,2.93,3.44,3.95,4.45
262,2062,,,2.93,3.47,4.0,4.51
263,2063,,,2.94,3.49,4.04,4.58
