Laos,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
120,1920,0.14965517241379306,-0.02,,,,
121,1921,-0.13034482758620697,-0.03,,,,
122,1922,0.14965517241379306,-0.02,,,,
123,1923,0.12965517241379304,-0.01,,,,
124,1924,0.059655172413793034,-0.01,,,,
125,1925,-0.38034482758620697,-0.01,,,,
126,1926,0.07965517241379305,-0.02,,,,
127,1927,-0.040344827586206944,-0.04,,,,
128,1928,-0.040344827586206944,-0.05,,,,
129,1929,-0.11034482758620695,-0.05,,,,
130,1930,-0.20034482758620692,-0.05,,,,
131,1931,0.46965517241379307,-0.04,,,,
132,1932,-0.290344827586207,-0.02,,,,
133,1933,-0.09034482758620693,-0.0,,,,
134,1934,-0.4303448275862069,0.02,,,,
135,1935,0.569655172413793,0.05,,,,
136,1936,-0.160344827586207,0.08,,,,
137,1937,0.4796551724137931,0.12,,,,
138,1938,0.06965517241379304,0.15,,,,
139,1939,0.06965517241379304,0.18,,,,
140,1940,0.11965517241379303,0.22,,,,
141,1941,0.739655172413793,0.25,,,,
142,1942,0.42965517241379303,0.27,,,,
143,1943,-0.13034482758620697,0.29,,,,
144,1944,0.40965517241379307,0.3,,,,
145,1945,0.17965517241379306,0.3,,,,
146,1946,0.7096551724137931,0.31,,,,
147,1947,0.40965517241379307,0.31,,,,
148,1948,0.16965517241379305,0.32,,,,
149,1949,0.30965517241379303,0.32,,,,
150,1950,0.17965517241379306,0.32,,,,
151,1951,0.06965517241379304,0.33,,,,
152,1952,0.419655172413793,0.33,,,,
153,1953,0.6096551724137931,0.35,,,,
154,1954,0.509655172413793,0.37,,,,
155,1955,0.009655172413793045,0.39,,,,
156,1956,0.15965517241379304,0.4,,,,
157,1957,0.6396551724137931,0.41,,,,
158,1958,0.49965517241379304,0.41,,,,
159,1959,0.5996551724137931,0.41,,,,
160,1960,0.509655172413793,0.41,,,,
161,1961,0.529655172413793,0.42,,,,
162,1962,0.11965517241379303,0.42,,,,
163,1963,0.16965517241379305,0.42,,,,
164,1964,0.33965517241379306,0.41,,,,
165,1965,0.5996551724137931,0.4,,,,
166,1966,0.999655172413793,0.39,,,,
167,1967,-0.010344827586206973,0.39,,,,
168,1968,0.39965517241379306,0.38,,,,
169,1969,0.6096551724137931,0.38,,,,
170,1970,0.419655172413793,0.37,,,,
171,1971,-0.34034482758620693,0.36,,,,
172,1972,0.419655172413793,0.35,,,,
173,1973,0.579655172413793,0.35,,,,
174,1974,0.09965517241379307,0.36,,,,
175,1975,0.30965517241379303,0.38,,,,
176,1976,0.06965517241379304,0.41,,,,
177,1977,0.34965517241379307,0.43,,,,
178,1978,0.40965517241379307,0.45,,,,
179,1979,0.759655172413793,0.47,,,,
180,1980,0.819655172413793,0.5,,,,
181,1981,0.6296551724137931,0.52,,,,
182,1982,0.519655172413793,0.55,,,,
183,1983,0.6296551724137931,0.58,,,,
184,1984,0.38965517241379305,0.6,,,,
185,1985,0.44965517241379305,0.61,,,,
186,1986,0.36965517241379303,0.61,,,,
187,1987,0.999655172413793,0.62,,,,
188,1988,0.7296551724137931,0.63,,,,
189,1989,0.509655172413793,0.64,,,,
190,1990,0.739655172413793,0.65,,,,
191,1991,0.989655172413793,0.66,,,,
192,1992,0.4796551724137931,0.67,,,,
193,1993,0.509655172413793,0.68,,,,
194,1994,0.8596551724137931,0.68,,,,
195,1995,0.689655172413793,0.68,,,,
196,1996,0.39965517241379306,0.69,,,,
197,1997,0.739655172413793,0.7,,,,
198,1998,1.569655172413793,0.72,,,,
199,1999,0.5896551724137931,0.75,,,,
200,2000,0.49965517241379304,0.77,,,,
201,2001,0.8596551724137931,0.8,,,,
202,2002,0.9296551724137931,0.82,,,,
203,2003,1.069655172413793,0.85,,,,
204,2004,0.559655172413793,0.88,,,,
205,2005,1.059655172413793,0.92,0.93,0.94,0.99,0.91
206,2006,1.109655172413793,0.96,0.97,0.98,1.03,0.96
207,2007,0.8696551724137931,0.99,1.01,1.02,1.06,1.01
208,2008,0.26965517241379305,1.03,1.06,1.06,1.1,1.05
209,2009,0.979655172413793,1.07,1.1,1.11,1.14,1.1
210,2010,1.569655172413793,1.11,1.14,1.15,1.17,1.14
211,2011,0.25965517241379305,1.15,1.18,1.19,1.21,1.19
212,2012,1.4496551724137932,1.19,1.23,1.23,1.25,1.23
213,2013,0.959655172413793,1.25,1.27,1.27,1.28,1.28
214,2014,1.1896551724137931,1.31,1.31,1.32,1.32,1.33
215,2015,1.639655172413793,1.37,1.36,1.36,1.35,1.37
216,2016,1.5096551724137932,1.43,1.41,1.4,1.38,1.41
217,2017,1.1896551724137931,1.48,1.45,1.45,1.4,1.46
218,2018,1.1496551724137931,1.54,1.5,1.49,1.43,1.5
219,2019,2.029655172413793,1.6,1.55,1.53,1.46,1.54
220,2020,1.7196551724137932,1.66,1.6,1.57,1.49,1.58
221,2021,,,1.64,1.6,1.52,1.62
222,2022,,,1.69,1.64,1.55,1.65
223,2023,,,1.73,1.67,1.59,1.69
224,2024,,,1.76,1.71,1.62,1.73
225,2025,,,1.8,1.74,1.66,1.76
226,2026,,,1.83,1.77,1.7,1.8
227,2027,,,1.86,1.79,1.74,1.83
228,2028,,,1.89,1.82,1.77,1.86
229,2029,,,1.92,1.85,1.81,1.89
230,2030,,,1.95,1.87,1.85,1.92
231,2031,,,1.98,1.9,1.89,1.96
232,2032,,,2.01,1.93,1.92,2.0
233,2033,,,2.04,1.96,1.95,2.05
234,2034,,,2.06,1.99,1.98,2.09
235,2035,,,2.09,2.02,2.01,2.14
236,2036,,,2.11,2.05,2.04,2.18
237,2037,,,2.14,2.08,2.07,2.24
238,2038,,,2.16,2.11,2.1,2.3
239,2039,,,2.18,2.14,2.13,2.36
240,2040,,,2.19,2.17,2.16,2.42
241,2041,,,2.21,2.2,2.19,2.47
242,2042,,,2.22,2.23,2.22,2.52
243,2043,,,2.23,2.26,2.25,2.57
244,2044,,,2.25,2.3,2.28,2.62
245,2045,,,2.26,2.33,2.32,2.67
246,2046,,,2.27,2.36,2.35,2.71
247,2047,,,2.28,2.39,2.39,2.75
248,2048,,,2.29,2.42,2.43,2.8
249,2049,,,2.3,2.46,2.47,2.84
250,2050,,,2.31,2.49,2.5,2.89
251,2051,,,2.33,2.52,2.54,2.94
252,2052,,,2.35,2.55,2.58,3.0
253,2053,,,2.36,2.58,2.62,3.05
254,2054,,,2.38,2.6,2.67,3.11
255,2055,,,2.39,2.63,2.71,3.17
256,2056,,,2.4,2.66,2.76,3.23
257,2057,,,2.41,2.68,2.8,3.28
258,2058,,,2.42,2.7,2.85,3.34
259,2059,,,2.44,2.72,2.89,3.4
260,2060,,,2.44,2.74,2.93,3.46
261,2061,,,2.45,2.76,2.98,3.52
262,2062,,,2.46,2.78,3.02,3.58
263,2063,,,2.46,2.8,3.06,3.65
264,2064,,,2.46,2.83,3.1,3.71
265,2065,,,2.47,2.85,3.14,3.78
266,2066,,,2.47,2.87,3.18,3.84
267,2067,,,2.47,2.89,3.22,3.91
268,2068,,,2.47,2.91,3.26,3.98
269,2069,,,2.47,2.94,3.3,4.04
270,2070,,,2.47,2.96,3.35,4.11
271,2071,,,2.47,2.99,3.4,4.17
272,2072,,,2.47,3.02,3.44,4.24
273,2073,,,2.47,3.04,3.49,4.3
274,2074,,,2.46,3.07,3.54,4.36
275,2075,,,2.46,3.09,3.58,4.41
276,2076,,,2.45,3.11,3.63,4.47
277,2077,,,2.46,3.13,3.67,4.53
278,2078,,,2.46,3.15,3.72,4.59
279,2079,,,2.46,3.17,3.76,4.65
280,2080,,,2.46,3.19,3.81,4.71
281,2081,,,2.46,3.2,3.86,4.78
282,2082,,,2.46,3.22,3.9,4.85
283,2083,,,2.46,3.24,3.96,4.92
284,2084,,,2.45,3.25,4.01,4.99
285,2085,,,2.45,3.27,4.05,5.06
286,2086,,,2.45,3.28,4.1,5.14
287,2087,,,2.44,3.3,4.15,5.21
288,2088,,,2.44,3.32,4.2,5.28
289,2089,,,2.43,3.34,4.25,5.36
290,2090,,,2.42,3.36,4.3,5.43
291,2091,,,2.42,3.37,4.35,5.5
292,2092,,,2.42,3.39,4.4,5.57
293,2093,,,2.42,3.4,4.46,5.64
294,2094,,,2.42,3.41,4.51,5.71
295,2095,,,2.42,3.42,4.57,5.77
296,2096,,,2.42,3.44,4.63,5.84
297,2097,,,2.43,3.45,4.68,5.91
298,2098,,,2.43,3.46,4.74,5.98
299,2099,,,2.43,3.47,4.8,6.05
300,2100,,,2.43,3.49,4.86,6.12
