Slovakia,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
149,1949,1.0693548387096774,0.69,,,,
150,1950,1.1793548387096773,0.67,,,,
151,1951,1.6593548387096773,0.66,,,,
152,1952,0.2793548387096773,0.64,,,,
153,1953,0.8293548387096773,0.64,,,,
154,1954,-0.21064516129032274,0.62,,,,
155,1955,-0.0006451612903227155,0.6,,,,
156,1956,-0.8506451612903227,0.55,,,,
157,1957,0.9093548387096773,0.49,,,,
158,1958,0.7293548387096773,0.44,,,,
159,1959,0.8493548387096773,0.42,,,,
160,1960,0.7993548387096774,0.42,,,,
161,1961,1.1893548387096773,0.44,,,,
162,1962,-0.19064516129032272,0.45,,,,
163,1963,-0.12064516129032266,0.46,,,,
164,1964,0.009354838709677293,0.46,,,,
165,1965,-0.5106451612903227,0.45,,,,
166,1966,1.1593548387096773,0.44,,,,
167,1967,1.0493548387096774,0.44,,,,
168,1968,0.7093548387096773,0.47,,,,
169,1969,0.1293548387096773,0.51,,,,
170,1970,0.1493548387096773,0.55,,,,
171,1971,0.6093548387096773,0.59,,,,
172,1972,0.8193548387096773,0.6,,,,
173,1973,0.4293548387096773,0.59,,,,
174,1974,1.0693548387096774,0.57,,,,
175,1975,1.3093548387096772,0.56,,,,
176,1976,0.1993548387096773,0.57,,,,
177,1977,0.8793548387096772,0.58,,,,
178,1978,-0.19064516129032272,0.57,,,,
179,1979,0.6793548387096773,0.55,,,,
180,1980,-0.5906451612903227,0.52,,,,
181,1981,0.6093548387096773,0.5,,,,
182,1982,0.9293548387096773,0.5,,,,
183,1983,1.3493548387096772,0.51,,,,
184,1984,0.3993548387096773,0.55,,,,
185,1985,-0.38064516129032266,0.6,,,,
186,1986,0.4193548387096773,0.66,,,,
187,1987,-0.12064516129032266,0.72,,,,
188,1988,0.8493548387096773,0.76,,,,
189,1989,1.4893548387096773,0.79,,,,
190,1990,1.3993548387096773,0.82,,,,
191,1991,0.3793548387096773,0.85,,,,
192,1992,1.4493548387096773,0.9,,,,
193,1993,0.7193548387096773,0.96,,,,
194,1994,2.0293548387096774,1.02,,,,
195,1995,0.9093548387096773,1.07,,,,
196,1996,-0.12064516129032266,1.11,,,,
197,1997,0.5093548387096773,1.13,,,,
198,1998,1.0793548387096772,1.14,,,,
199,1999,1.4293548387096773,1.16,,,,
200,2000,2.1993548387096773,1.19,,,,
201,2001,1.0593548387096772,1.23,,,,
202,2002,1.8693548387096772,1.29,,,,
203,2003,1.2493548387096773,1.34,,,,
204,2004,0.8793548387096772,1.4,,,,
205,2005,0.6493548387096773,1.43,1.63,1.65,1.7,1.62
206,2006,1.2593548387096773,1.46,1.67,1.68,1.73,1.66
207,2007,2.2193548387096773,1.5,1.7,1.71,1.75,1.7
208,2008,2.1393548387096772,1.55,1.74,1.74,1.78,1.73
209,2009,1.6893548387096773,1.61,1.77,1.77,1.81,1.77
210,2010,0.8093548387096773,1.68,1.81,1.81,1.83,1.81
211,2011,1.5893548387096772,1.77,1.85,1.84,1.86,1.85
212,2012,1.6893548387096773,1.85,1.88,1.88,1.89,1.89
213,2013,1.5693548387096774,1.94,1.92,1.91,1.92,1.93
214,2014,2.7293548387096775,2.02,1.96,1.95,1.95,1.97
215,2015,2.4893548387096773,2.1,2.0,2.0,1.98,2.02
216,2016,1.8593548387096772,2.19,2.05,2.05,2.02,2.06
217,2017,1.6493548387096773,2.28,2.1,2.11,2.06,2.1
218,2018,2.7693548387096776,2.37,2.16,2.16,2.1,2.15
219,2019,2.799354838709677,2.45,2.21,2.21,2.16,2.2
220,2020,2.3193548387096774,2.54,2.27,2.27,2.21,2.25
221,2021,,,2.31,2.32,2.26,2.29
222,2022,,,2.36,2.37,2.3,2.34
223,2023,,,2.4,2.42,2.35,2.38
224,2024,,,2.43,2.46,2.39,2.42
225,2025,,,2.46,2.5,2.44,2.47
226,2026,,,2.48,2.53,2.49,2.52
227,2027,,,2.5,2.57,2.54,2.57
228,2028,,,2.51,2.6,2.58,2.63
229,2029,,,2.53,2.64,2.63,2.68
230,2030,,,2.55,2.68,2.67,2.74
231,2031,,,2.56,2.72,2.72,2.79
232,2032,,,2.58,2.76,2.76,2.85
233,2033,,,2.61,2.8,2.81,2.91
234,2034,,,2.63,2.84,2.86,2.97
235,2035,,,2.66,2.88,2.9,3.03
236,2036,,,2.69,2.91,2.94,3.1
237,2037,,,2.73,2.94,2.98,3.16
238,2038,,,2.76,2.97,3.01,3.22
239,2039,,,2.8,2.99,3.05,3.28
240,2040,,,2.83,3.01,3.08,3.33
241,2041,,,2.86,3.04,3.12,3.38
242,2042,,,2.89,3.06,3.17,3.43
243,2043,,,2.91,3.09,3.22,3.48
244,2044,,,2.93,3.11,3.27,3.53
245,2045,,,2.94,3.15,3.33,3.57
246,2046,,,2.96,3.18,3.39,3.62
247,2047,,,2.97,3.22,3.46,3.67
248,2048,,,2.98,3.26,3.52,3.73
249,2049,,,2.99,3.3,3.59,3.79
250,2050,,,2.99,3.33,3.65,3.86
251,2051,,,3.0,3.36,3.71,3.93
252,2052,,,3.0,3.39,3.76,4.0
253,2053,,,3.01,3.42,3.8,4.07
254,2054,,,3.01,3.44,3.84,4.14
255,2055,,,3.02,3.46,3.87,4.21
256,2056,,,3.03,3.49,3.91,4.28
257,2057,,,3.04,3.51,3.95,4.34
258,2058,,,3.05,3.54,4.0,4.4
259,2059,,,3.06,3.56,4.04,4.46
260,2060,,,3.07,3.58,4.09,4.52
261,2061,,,3.08,3.61,4.13,4.59
262,2062,,,3.09,3.63,4.18,4.65
263,2063,,,3.1,3.65,4.22,4.72
264,2064,,,3.11,3.67,4.27,4.8
265,2065,,,3.12,3.69,4.32,4.87
266,2066,,,3.13,3.7,4.37,4.95
267,2067,,,3.13,3.72,4.41,5.03
268,2068,,,3.13,3.74,4.46,5.11
269,2069,,,3.13,3.75,4.51,5.19
270,2070,,,3.14,3.77,4.56,5.26
271,2071,,,3.14,3.79,4.61,5.33
272,2072,,,3.14,3.81,4.67,5.4
273,2073,,,3.14,3.83,4.73,5.46
274,2074,,,3.14,3.86,4.79,5.53
275,2075,,,3.14,3.88,4.85,5.6
276,2076,,,3.14,3.91,4.91,5.67
277,2077,,,3.13,3.94,4.96,5.74
278,2078,,,3.13,3.96,5.01,5.81
279,2079,,,3.12,3.99,5.06,5.88
280,2080,,,3.12,4.01,5.11,5.96
281,2081,,,3.11,4.04,5.16,6.04
282,2082,,,3.1,4.07,5.21,6.12
283,2083,,,3.09,4.1,5.26,6.21
284,2084,,,3.09,4.12,5.31,6.3
285,2085,,,3.08,4.14,5.36,6.39
286,2086,,,3.07,4.16,5.41,6.48
287,2087,,,3.06,4.17,5.46,6.57
288,2088,,,3.06,4.19,5.52,6.66
289,2089,,,3.06,4.2,5.58,6.76
290,2090,,,3.06,4.22,5.64,6.85
291,2091,,,3.06,4.23,5.71,6.95
292,2092,,,3.07,4.25,5.78,7.04
293,2093,,,3.08,4.27,5.85,7.13
294,2094,,,3.09,4.28,5.92,7.22
295,2095,,,3.1,4.3,5.99,7.31
296,2096,,,3.11,4.32,6.06,7.41
297,2097,,,3.12,4.34,6.13,7.5
298,2098,,,3.14,4.36,6.2,7.59
299,2099,,,3.15,4.38,6.27,7.69
300,2100,,,3.16,4.4,6.34,7.78
