Uruguay,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
123,1923,-0.012333333333333307,0.24,,,,
124,1924,-0.7023333333333333,0.27,,,,
125,1925,0.3976666666666667,0.29,,,,
126,1926,0.6776666666666668,0.3,,,,
127,1927,0.5676666666666668,0.32,,,,
128,1928,0.20766666666666672,0.34,,,,
129,1929,0.46766666666666673,0.34,,,,
130,1930,0.5176666666666667,0.34,,,,
131,1931,-0.4923333333333333,0.32,,,,
132,1932,0.7076666666666667,0.29,,,,
133,1933,0.3576666666666667,0.26,,,,
134,1934,0.03766666666666674,0.23,,,,
135,1935,0.13766666666666671,0.21,,,,
136,1936,0.2676666666666667,0.2,,,,
137,1937,-0.23233333333333328,0.21,,,,
138,1938,-0.012333333333333307,0.23,,,,
139,1939,0.34766666666666673,0.27,,,,
140,1940,0.4576666666666667,0.31,,,,
141,1941,-0.1223333333333333,0.34,,,,
142,1942,0.22766666666666674,0.36,,,,
143,1943,0.9276666666666668,0.39,,,,
144,1944,0.9976666666666667,0.41,,,,
145,1945,0.8276666666666668,0.43,,,,
146,1946,0.3376666666666667,0.46,,,,
147,1947,0.15766666666666673,0.47,,,,
148,1948,0.28766666666666674,0.47,,,,
149,1949,0.31766666666666676,0.45,,,,
150,1950,0.5676666666666668,0.42,,,,
151,1951,0.4576666666666667,0.4,,,,
152,1952,0.6476666666666667,0.39,,,,
153,1953,0.6376666666666667,0.4,,,,
154,1954,0.28766666666666674,0.43,,,,
155,1955,-0.23233333333333328,0.45,,,,
156,1956,-0.3923333333333333,0.46,,,,
157,1957,0.4976666666666667,0.47,,,,
158,1958,0.8176666666666668,0.47,,,,
159,1959,0.30766666666666675,0.48,,,,
160,1960,0.8076666666666668,0.49,,,,
161,1961,0.9776666666666667,0.52,,,,
162,1962,0.13766666666666671,0.55,,,,
163,1963,0.7676666666666667,0.58,,,,
164,1964,-0.20233333333333325,0.6,,,,
165,1965,0.7176666666666667,0.61,,,,
166,1966,0.14766666666666672,0.61,,,,
167,1967,0.8776666666666667,0.61,,,,
168,1968,0.7976666666666667,0.6,,,,
169,1969,0.7776666666666667,0.6,,,,
170,1970,0.8576666666666668,0.6,,,,
171,1971,0.3976666666666667,0.61,,,,
172,1972,0.6576666666666667,0.61,,,,
173,1973,0.3576666666666667,0.61,,,,
174,1974,0.43766666666666676,0.62,,,,
175,1975,0.6576666666666667,0.64,,,,
176,1976,0.10766666666666674,0.66,,,,
177,1977,1.1676666666666669,0.69,,,,
178,1978,0.6076666666666667,0.72,,,,
179,1979,0.5176666666666667,0.75,,,,
180,1980,1.1876666666666669,0.79,,,,
181,1981,1.0076666666666667,0.83,,,,
182,1982,1.1776666666666666,0.85,,,,
183,1983,0.5376666666666667,0.88,,,,
184,1984,0.3576666666666667,0.89,,,,
185,1985,1.2276666666666667,0.9,,,,
186,1986,1.2876666666666667,0.9,,,,
187,1987,0.7876666666666667,0.89,,,,
188,1988,0.21766666666666673,0.89,,,,
189,1989,1.3376666666666668,0.9,,,,
190,1990,0.8376666666666668,0.91,,,,
191,1991,1.0276666666666667,0.92,,,,
192,1992,0.6076666666666667,0.92,,,,
193,1993,0.7776666666666667,0.92,,,,
194,1994,1.2476666666666667,0.93,,,,
195,1995,0.8376666666666668,0.94,,,,
196,1996,0.9976666666666667,0.95,,,,
197,1997,1.4776666666666667,0.96,,,,
198,1998,0.6376666666666667,0.98,,,,
199,1999,0.7076666666666667,1.0,,,,
200,2000,0.8076666666666668,1.02,,,,
201,2001,1.6376666666666668,1.04,,,,
202,2002,1.1076666666666668,1.05,,,,
203,2003,0.7576666666666667,1.06,,,,
204,2004,1.1976666666666667,1.08,,,,
205,2005,1.2776666666666667,1.09,1.1,1.05,1.1,1.07
206,2006,1.3676666666666666,1.1,1.12,1.07,1.11,1.09
207,2007,0.6476666666666667,1.12,1.14,1.09,1.13,1.11
208,2008,1.4076666666666666,1.13,1.15,1.12,1.15,1.13
209,2009,0.9776666666666667,1.14,1.17,1.14,1.17,1.15
210,2010,0.9876666666666667,1.16,1.19,1.16,1.18,1.17
211,2011,0.8976666666666667,1.18,1.21,1.19,1.2,1.2
212,2012,1.6376666666666668,1.21,1.23,1.21,1.22,1.22
213,2013,0.8776666666666667,1.24,1.24,1.24,1.24,1.24
214,2014,1.3776666666666668,1.27,1.26,1.27,1.26,1.26
215,2015,1.5076666666666667,1.3,1.28,1.3,1.29,1.29
216,2016,0.8376666666666668,1.33,1.31,1.34,1.31,1.32
217,2017,2.097666666666667,1.36,1.33,1.38,1.34,1.36
218,2018,1.4876666666666667,1.39,1.36,1.41,1.37,1.39
219,2019,1.3476666666666666,1.42,1.39,1.44,1.4,1.43
220,2020,1.3376666666666668,1.46,1.42,1.47,1.43,1.46
221,2021,,,1.45,1.5,1.45,1.5
222,2022,,,1.49,1.53,1.47,1.53
223,2023,,,1.52,1.55,1.49,1.56
224,2024,,,1.55,1.57,1.52,1.59
225,2025,,,1.58,1.59,1.54,1.63
226,2026,,,1.61,1.6,1.57,1.66
227,2027,,,1.64,1.62,1.59,1.7
228,2028,,,1.66,1.63,1.62,1.74
229,2029,,,1.67,1.65,1.65,1.77
230,2030,,,1.69,1.67,1.67,1.81
231,2031,,,1.7,1.69,1.7,1.85
232,2032,,,1.71,1.72,1.73,1.88
233,2033,,,1.73,1.74,1.76,1.92
234,2034,,,1.75,1.76,1.79,1.96
235,2035,,,1.76,1.79,1.82,1.99
236,2036,,,1.78,1.81,1.84,2.02
237,2037,,,1.79,1.83,1.87,2.05
238,2038,,,1.81,1.85,1.9,2.08
239,2039,,,1.83,1.87,1.94,2.11
240,2040,,,1.84,1.89,1.97,2.13
241,2041,,,1.86,1.92,2.0,2.17
242,2042,,,1.88,1.95,2.04,2.2
243,2043,,,1.89,1.98,2.08,2.23
244,2044,,,1.9,2.0,2.12,2.27
245,2045,,,1.91,2.03,2.17,2.31
246,2046,,,1.92,2.06,2.21,2.35
247,2047,,,1.93,2.09,2.24,2.4
248,2048,,,1.94,2.12,2.28,2.45
249,2049,,,1.95,2.15,2.31,2.5
250,2050,,,1.96,2.18,2.35,2.55
251,2051,,,1.97,2.21,2.38,2.6
252,2052,,,1.98,2.23,2.41,2.65
253,2053,,,1.99,2.26,2.45,2.7
254,2054,,,2.0,2.28,2.47,2.75
255,2055,,,2.0,2.3,2.5,2.81
256,2056,,,2.01,2.32,2.52,2.87
257,2057,,,2.01,2.35,2.55,2.92
258,2058,,,2.02,2.37,2.59,2.97
259,2059,,,2.02,2.39,2.63,3.02
260,2060,,,2.03,2.41,2.66,3.07
261,2061,,,2.03,2.43,2.7,3.12
262,2062,,,2.04,2.45,2.74,3.17
263,2063,,,2.04,2.47,2.77,3.21
264,2064,,,2.04,2.49,2.81,3.26
265,2065,,,2.04,2.51,2.86,3.31
266,2066,,,2.04,2.53,2.9,3.36
267,2067,,,2.05,2.56,2.94,3.41
268,2068,,,2.06,2.58,2.98,3.46
269,2069,,,2.06,2.6,3.02,3.51
270,2070,,,2.07,2.63,3.05,3.56
271,2071,,,2.06,2.65,3.09,3.62
272,2072,,,2.06,2.67,3.12,3.68
273,2073,,,2.06,2.69,3.16,3.73
274,2074,,,2.06,2.71,3.19,3.79
275,2075,,,2.06,2.72,3.23,3.84
276,2076,,,2.06,2.73,3.26,3.9
277,2077,,,2.06,2.74,3.3,3.96
278,2078,,,2.05,2.75,3.34,4.02
279,2079,,,2.05,2.75,3.37,4.08
280,2080,,,2.04,2.76,3.41,4.14
281,2081,,,2.03,2.77,3.44,4.2
282,2082,,,2.03,2.78,3.48,4.26
283,2083,,,2.02,2.79,3.51,4.32
284,2084,,,2.02,2.8,3.55,4.38
285,2085,,,2.01,2.82,3.59,4.43
286,2086,,,2.01,2.84,3.63,4.49
287,2087,,,2.01,2.85,3.67,4.55
288,2088,,,2.0,2.87,3.72,4.6
289,2089,,,2.0,2.89,3.76,4.66
290,2090,,,2.0,2.9,3.81,4.71
291,2091,,,2.0,2.92,3.85,4.77
292,2092,,,2.0,2.92,3.9,4.84
293,2093,,,1.99,2.93,3.94,4.9
294,2094,,,1.99,2.93,3.98,4.97
295,2095,,,1.99,2.93,4.02,5.03
296,2096,,,1.99,2.94,4.06,5.1
297,2097,,,1.98,2.94,4.1,5.16
298,2098,,,1.98,2.94,4.15,5.23
299,2099,,,1.97,2.94,4.19,5.29
300,2100,,,1.97,2.94,4.23,5.36
