Montenegro,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
83,1883,-0.49419354838709667,-0.09,,,,
84,1884,-0.6641935483870967,-0.1,,,,
85,1885,0.20580645161290329,-0.12,,,,
86,1886,0.2158064516129033,-0.14,,,,
87,1887,-0.004193548387096679,-0.15,,,,
88,1888,-0.5741935483870968,-0.15,,,,
89,1889,-0.3841935483870967,-0.15,,,,
90,1890,-0.044193548387096715,-0.14,,,,
91,1891,-0.24419354838709667,-0.12,,,,
92,1892,0.2658064516129033,-0.1,,,,
93,1893,-0.8441935483870966,-0.07,,,,
94,1894,0.0358064516129033,-0.04,,,,
95,1895,0.06580645161290327,-0.01,,,,
96,1896,-0.22419354838709665,0.02,,,,
97,1897,-0.024193548387096697,0.05,,,,
98,1898,0.6958064516129032,0.07,,,,
99,1899,0.06580645161290327,0.08,,,,
100,1900,0.7258064516129032,0.08,,,,
101,1901,-0.13419354838709668,0.08,,,,
102,1902,0.015806451612903283,0.08,,,,
103,1903,0.2758064516129033,0.07,,,,
104,1904,0.2458064516129033,0.05,,,,
105,1905,-0.22419354838709665,0.04,,,,
106,1906,-0.17419354838709672,0.01,,,,
107,1907,-0.10419354838709671,-0.01,,,,
108,1908,-0.24419354838709667,-0.03,,,,
109,1909,-0.024193548387096697,-0.03,,,,
110,1910,0.3358064516129033,-0.03,,,,
111,1911,0.1458064516129033,-0.01,,,,
112,1912,-0.4141935483870967,0.01,,,,
113,1913,-0.024193548387096697,0.04,,,,
114,1914,-0.5641935483870968,0.06,,,,
115,1915,0.1358064516129033,0.08,,,,
116,1916,1.1358064516129034,0.1,,,,
117,1917,0.20580645161290329,0.12,,,,
118,1918,0.3858064516129033,0.15,,,,
119,1919,-0.1641935483870967,0.18,,,,
120,1920,0.4058064516129033,0.23,,,,
121,1921,0.015806451612903283,0.27,,,,
122,1922,-0.0841935483870967,0.3,,,,
123,1923,1.0558064516129033,0.33,,,,
124,1924,-0.1641935483870967,0.34,,,,
125,1925,0.3158064516129033,0.34,,,,
126,1926,0.7458064516129033,0.35,,,,
127,1927,1.2458064516129033,0.36,,,,
128,1928,0.5658064516129033,0.38,,,,
129,1929,-0.5241935483870968,0.4,,,,
130,1930,0.8258064516129033,0.42,,,,
131,1931,0.10580645161290331,0.43,,,,
132,1932,-0.034193548387096706,0.43,,,,
133,1933,-0.8141935483870966,0.42,,,,
134,1934,1.0758064516129033,0.4,,,,
135,1935,0.3158064516129033,0.37,,,,
136,1936,0.8258064516129033,0.36,,,,
137,1937,0.8258064516129033,0.36,,,,
138,1938,-0.004193548387096679,0.37,,,,
139,1939,0.5658064516129033,0.38,,,,
140,1940,-1.1541935483870966,0.4,,,,
141,1941,-0.5641935483870968,0.41,,,,
142,1942,-0.19419354838709674,0.42,,,,
143,1943,0.9458064516129032,0.43,,,,
144,1944,0.02580645161290329,0.46,,,,
145,1945,0.4058064516129033,0.49,,,,
146,1946,1.1458064516129034,0.54,,,,
147,1947,0.9558064516129032,0.58,,,,
148,1948,0.3358064516129033,0.61,,,,
149,1949,0.1258064516129033,0.62,,,,
150,1950,1.5358064516129033,0.62,,,,
151,1951,1.4258064516129034,0.62,,,,
152,1952,1.1558064516129034,0.61,,,,
153,1953,0.3258064516129033,0.61,,,,
154,1954,-0.3041935483870967,0.6,,,,
155,1955,0.5558064516129033,0.59,,,,
156,1956,-0.5541935483870968,0.57,,,,
157,1957,0.6858064516129033,0.54,,,,
158,1958,0.8358064516129033,0.51,,,,
159,1959,0.0958064516129033,0.48,,,,
160,1960,0.8858064516129034,0.46,,,,
161,1961,0.8058064516129033,0.45,,,,
162,1962,0.3358064516129033,0.45,,,,
163,1963,0.4658064516129033,0.43,,,,
164,1964,0.1258064516129033,0.41,,,,
165,1965,-0.014193548387096688,0.38,,,,
166,1966,0.7858064516129033,0.35,,,,
167,1967,0.3358064516129033,0.32,,,,
168,1968,0.4058064516129033,0.3,,,,
169,1969,0.10580645161290331,0.28,,,,
170,1970,0.2658064516129033,0.26,,,,
171,1971,0.1758064516129033,0.25,,,,
172,1972,0.3358064516129033,0.24,,,,
173,1973,0.0358064516129033,0.23,,,,
174,1974,0.2958064516129033,0.22,,,,
175,1975,0.3858064516129033,0.22,,,,
176,1976,-0.45419354838709675,0.22,,,,
177,1977,0.7958064516129033,0.23,,,,
178,1978,-0.21419354838709675,0.24,,,,
179,1979,0.6258064516129034,0.26,,,,
180,1980,-0.3741935483870967,0.28,,,,
181,1981,0.1958064516129033,0.31,,,,
182,1982,0.7858064516129033,0.35,,,,
183,1983,0.3458064516129033,0.39,,,,
184,1984,0.1658064516129033,0.43,,,,
185,1985,0.3458064516129033,0.48,,,,
186,1986,0.7158064516129032,0.53,,,,
187,1987,0.5758064516129033,0.58,,,,
188,1988,0.7158064516129032,0.62,,,,
189,1989,0.5858064516129033,0.65,,,,
190,1990,1.2558064516129033,0.68,,,,
191,1991,0.06580645161290327,0.71,,,,
192,1992,0.9558064516129032,0.75,,,,
193,1993,0.8258064516129033,0.79,,,,
194,1994,1.8758064516129034,0.85,,,,
195,1995,0.4358064516129033,0.9,,,,
196,1996,0.37580645161290327,0.95,,,,
197,1997,0.6358064516129033,1.0,,,,
198,1998,0.9958064516129033,1.04,,,,
199,1999,1.3058064516129033,1.08,,,,
200,2000,1.6358064516129034,1.11,,,,
201,2001,1.3958064516129034,1.16,,,,
202,2002,1.5458064516129033,1.21,,,,
203,2003,1.3958064516129034,1.27,,,,
204,2004,0.9958064516129033,1.32,,,,
205,2005,0.3158064516129033,1.36,1.41,1.44,1.5,1.42
206,2006,0.7658064516129033,1.4,1.45,1.48,1.53,1.46
207,2007,1.7458064516129033,1.43,1.49,1.51,1.56,1.5
208,2008,1.7358064516129033,1.46,1.53,1.55,1.59,1.54
209,2009,1.5658064516129033,1.51,1.57,1.58,1.62,1.57
210,2010,1.3758064516129034,1.56,1.61,1.62,1.65,1.61
211,2011,1.4758064516129032,1.62,1.65,1.65,1.68,1.65
212,2012,1.7858064516129033,1.68,1.69,1.69,1.71,1.69
213,2013,1.8758064516129034,1.74,1.73,1.72,1.74,1.73
214,2014,1.9158064516129034,1.8,1.77,1.76,1.76,1.77
215,2015,1.9658064516129035,1.86,1.81,1.8,1.79,1.81
216,2016,1.6858064516129034,1.92,1.86,1.85,1.82,1.86
217,2017,1.6258064516129034,1.98,1.91,1.9,1.86,1.91
218,2018,2.415806451612903,2.03,1.97,1.96,1.9,1.96
219,2019,2.2558064516129033,2.09,2.03,2.01,1.94,2.02
220,2020,1.9258064516129034,2.15,2.08,2.06,1.99,2.07
221,2021,,,2.12,2.12,2.03,2.12
222,2022,,,2.17,2.16,2.07,2.16
223,2023,,,2.2,2.21,2.12,2.2
224,2024,,,2.24,2.25,2.17,2.24
225,2025,,,2.27,2.29,2.21,2.29
226,2026,,,2.3,2.33,2.27,2.33
227,2027,,,2.32,2.36,2.31,2.38
228,2028,,,2.34,2.4,2.36,2.42
229,2029,,,2.36,2.43,2.41,2.47
230,2030,,,2.38,2.47,2.45,2.51
231,2031,,,2.4,2.51,2.51,2.56
232,2032,,,2.42,2.55,2.56,2.61
233,2033,,,2.44,2.58,2.61,2.66
234,2034,,,2.47,2.62,2.65,2.72
235,2035,,,2.49,2.65,2.7,2.78
236,2036,,,2.52,2.68,2.74,2.85
237,2037,,,2.54,2.71,2.78,2.91
238,2038,,,2.57,2.74,2.81,2.96
239,2039,,,2.6,2.77,2.85,3.02
240,2040,,,2.64,2.79,2.88,3.08
241,2041,,,2.66,2.82,2.92,3.15
242,2042,,,2.69,2.85,2.96,3.2
243,2043,,,2.72,2.88,3.01,3.26
244,2044,,,2.75,2.91,3.06,3.32
245,2045,,,2.77,2.95,3.11,3.38
246,2046,,,2.79,2.99,3.16,3.44
247,2047,,,2.81,3.03,3.22,3.5
248,2048,,,2.82,3.07,3.28,3.56
249,2049,,,2.83,3.12,3.34,3.62
250,2050,,,2.84,3.15,3.39,3.69
251,2051,,,2.85,3.19,3.45,3.76
252,2052,,,2.85,3.22,3.5,3.83
253,2053,,,2.85,3.25,3.54,3.9
254,2054,,,2.86,3.28,3.57,3.97
255,2055,,,2.86,3.3,3.61,4.04
256,2056,,,2.87,3.32,3.65,4.11
257,2057,,,2.88,3.35,3.7,4.17
258,2058,,,2.9,3.37,3.75,4.23
259,2059,,,2.9,3.4,3.8,4.29
260,2060,,,2.91,3.42,3.85,4.36
261,2061,,,2.92,3.44,3.9,4.42
262,2062,,,2.93,3.47,3.95,4.48
263,2063,,,2.94,3.5,4.0,4.55
264,2064,,,2.95,3.52,4.05,4.62
265,2065,,,2.95,3.54,4.11,4.7
266,2066,,,2.95,3.57,4.16,4.78
267,2067,,,2.95,3.59,4.21,4.86
268,2068,,,2.94,3.61,4.25,4.94
269,2069,,,2.94,3.63,4.3,5.02
270,2070,,,2.93,3.65,4.35,5.1
271,2071,,,2.93,3.66,4.41,5.18
272,2072,,,2.93,3.68,4.47,5.26
273,2073,,,2.93,3.7,4.53,5.33
274,2074,,,2.92,3.72,4.59,5.4
275,2075,,,2.92,3.75,4.65,5.48
276,2076,,,2.91,3.77,4.71,5.55
277,2077,,,2.9,3.79,4.77,5.62
278,2078,,,2.9,3.81,4.83,5.69
279,2079,,,2.9,3.83,4.88,5.76
280,2080,,,2.9,3.85,4.94,5.83
281,2081,,,2.91,3.87,4.99,5.91
282,2082,,,2.91,3.9,5.04,5.99
283,2083,,,2.91,3.92,5.09,6.07
284,2084,,,2.91,3.94,5.14,6.15
285,2085,,,2.92,3.96,5.19,6.24
286,2086,,,2.92,3.98,5.24,6.32
287,2087,,,2.92,3.99,5.29,6.4
288,2088,,,2.92,4.01,5.35,6.49
289,2089,,,2.92,4.03,5.41,6.58
290,2090,,,2.92,4.04,5.47,6.67
291,2091,,,2.91,4.06,5.54,6.77
292,2092,,,2.9,4.08,5.61,6.86
293,2093,,,2.9,4.09,5.68,6.96
294,2094,,,2.9,4.1,5.75,7.06
295,2095,,,2.89,4.11,5.82,7.16
296,2096,,,2.89,4.13,5.89,7.26
297,2097,,,2.89,4.14,5.96,7.36
298,2098,,,2.89,4.15,6.03,7.46
299,2099,,,2.89,4.16,6.1,7.56
300,2100,,,2.89,4.18,6.17,7.66
